String,Type,label,aug
 Free Delivery to Home & Next day delivery available to store* ,Not Dark Pattern,0,0
There is outdoor recreation.,Not Dark Pattern,0,1
"No thanks, I hate saving money",Misdirection,1,0
Someone in the United States bought Anti-Aging Eyelid Tape.,Social Proof,1,1
00DAYS02HRS14MINS1211SEC,Urgency,1,0
"IBKUL Solid Mock Neck Half Zip pullover was purchased from Clinton, MD.",Social Proof,1,1
Hurry! Only 6 left in stock.,Scarcity,1,0
11 11 Hours: 00 22 Minutes: 3223 3223 Seconds,Urgency,1,0
There are bottom deals.,Not Dark Pattern,0,1
Nicholas Kirkwood,Not Dark Pattern,0,0
"EastwoodModern, sleek and enchanting, the Eastwood Collection provides comfortable seating while still looking mid-century magnificent.",Not Dark Pattern,0,0
"Sign Up To Our Newsletter To Receive News, Offers And Promotions.",Not Dark Pattern,0,0
1day21:04:58,Urgency,1,0
"40% off everything, 40PLT, and free shipping on all orders over $80.",Urgency,1,1
I will pay the full price.,Misdirection,1,1
現代奴隷法に対する透明性に関する声明 (opens in a new tab),Not Dark Pattern,0,0
"Clothes, Shoes & Accessories",Not Dark Pattern,0,0
Subscribe & Save (15%): $ 16.99,Misdirection,1,0
My AccountSign-in to your account,Not Dark Pattern,0,0
"We'd like to keep you informed via email about product updates, upgrades, special offers and pricing. If you do not wish to be contacted via email, please ensure that the box is not checked.",Misdirection,1,0
We'll ship your gift for free if you add it to your gift card.,Misdirection,1,1
The last chance is up to 70% off.,Urgency,1,1
Night Vision with IR.,Not Dark Pattern,0,1
All Brands A-Z ,Not Dark Pattern,0,0
2 people have looked at this in the last couple of hrs.,Social Proof,1,0
Only 1 Left in this Size!,Scarcity,1,0
Don't forget the essentials Get up to 2 years of accidental damage coverage with AppleCare+.,Misdirection,1,0
HURRY! 3 left in stock!,Scarcity,1,0
Choose Type of Cookies You Accept Using,Not Dark Pattern,0,0
All Cross Stitch Patterns,Not Dark Pattern,0,0
"By clicking Sign Up, you agree to receive marketing text messages from Southern Tide at the number provided, including messages sent by autodialer. Consent is not a condition of any purchase. Message and data rates may apply. Message frequency varies. Reply HELP for help or STOP to cancel. View our Privacy Policy and Terms of Service.",Not Dark Pattern,0,0
"1,446 people have viewed this item",Social Proof,1,0
"Free shipping on all orders, no minimum required!",Urgency,1,1
Round Boards,Not Dark Pattern,0,0
"Only 1 left , In Stock",Scarcity,1,0
There is a charity collection.,Not Dark Pattern,0,1
Professional Color Tool Kit / Addons,Misdirection,1,0
Only 9 left,Scarcity,1,0
Over 500 left in stock,Scarcity,1,0
Office and footwear.,Not Dark Pattern,0,1
Hurry !! Only 52 left in stock,Scarcity,1,0
 Rechargeable ,Not Dark Pattern,0,0
I don't want to keep my item safe.,Misdirection,1,1
You have no items in your basket.,Not Dark Pattern,0,0
Only 11 left!,Scarcity,1,0
Hurry! Sale ends in:,Urgency,1,0
02 DAYS :23 HOURS :00 MINS :54 SECS,Urgency,1,0
One person is watching something.,Social Proof,1,1
Here to help,Not Dark Pattern,0,0
"Mounif in Pittsburgh, United States purchased",Social Proof,1,0
I'll save money for another day.,Misdirection,1,1
I would rather not win.,Misdirection,1,1
Better results can be added.,Misdirection,1,1
View all items.,Not Dark Pattern,0,1
There is a huge tax time sale.,Urgency,1,1
We don't give out your details to third parties.,Not Dark Pattern,0,0
I always order from them! Such good quality for the price you pay! Will always be back!,Not Dark Pattern,0,0
Purchased 6 times this week.,Social Proof,1,0
There are bathroom basins.,Not Dark Pattern,0,1
The brass Shankh is made of brass.,Not Dark Pattern,0,1
104 people viewed this product recently!,Social Proof,1,0
__________,Not Dark Pattern,0,0
You can feel confident that your new box each month is helping you celebrate pregnancy and protect your bump!,Not Dark Pattern,0,0
"No, thanks, I´d rather pay more",Misdirection,1,0
Barbour International,Not Dark Pattern,0,0
Pay with it.,Not Dark Pattern,0,1
Someone added 1pc 4ocean natural stone beads beaded bracelet men boho handmade to their cart RIGHT NOW,Social Proof,1,0
All licenses are licensed.,Not Dark Pattern,0,1
"Interested in news, offers and inspiration? Sign up for the enewsletters.",Not Dark Pattern,0,1
3DAYS124606,Urgency,1,0
A customer service specialist will contact you soon.,Not Dark Pattern,0,0
The baby boy's shoes are accessories.,Not Dark Pattern,0,1
"No, thanks. I'd prefer not to save.",Misdirection,1,0
sales@ecklers.net,Not Dark Pattern,0,0
Looking for...,Not Dark Pattern,0,1
Boys Green School Uniforms,Not Dark Pattern,0,0
"Armin Dinovic bought 10M Runescape 3 Gold Order total: 3,70€ About 10 seconds ago",Social Proof,1,0
"No, I don't feel lucky",Misdirection,1,0
Availability: Low Stock 4 Remaining,Scarcity,1,0
The Sweep Train Simple A Line Tulle Wedding Dress is made of cotton.,Not Dark Pattern,0,1
🔥 9 people are viewing this.,Social Proof,1,0
 Lighting,Not Dark Pattern,0,0
"No Thanks, I Prefer Paying Full Price",Misdirection,1,0
22 people have looked at this part recently,Social Proof,1,0
Pre-order 3 left,Scarcity,1,0
Maybe you could...,Not Dark Pattern,0,1
"For a limited time, buy 2 Hydroxycut Hardcore Elite, 30 Servings for $30!",Urgency,1,0
Silver won't be prominent on bleached hair.,Not Dark Pattern,0,1
What treats can I use?,Not Dark Pattern,0,0
My Story,Not Dark Pattern,0,0
QUICK! ONLY 1 LEFT IN STOCK,Scarcity,1,0
We use cookies to give you the best experience possible. No personal information is stored. Using this website means that you are ok with this cookie policy.,Not Dark Pattern,0,0
 Read More ,Not Dark Pattern,0,0
 Watches & Accessories ,Not Dark Pattern,0,0
" To enable notifications, click 'Allow' when prompted. ",Not Dark Pattern,0,0
Only 3 Left,Scarcity,1,0
Only 8 items left in stock!,Scarcity,1,0
Your cart is reserved for 09:35 minutes.,Urgency,1,0
 CAMILLA World ,Not Dark Pattern,0,0
Long Sleeves Nightwear,Not Dark Pattern,0,0
I don't like winning.,Misdirection,1,1
I don't want to save more than 75%.,Misdirection,1,1
"Someone in Byron Bay, NSW just bought",Social Proof,1,0
The focus is on the rails.,Not Dark Pattern,0,1
Graduations,Not Dark Pattern,0,0
Here is a look at HauteLOOK.,Urgency,1,1
There is a golf shop.,Not Dark Pattern,0,1
7 users have looked at this product in the past 6 minutes,Social Proof,1,0
Hurry Low Stock,Scarcity,1,0
Quick Navigation,Not Dark Pattern,0,0
 View All Home Office Furniture ,Not Dark Pattern,0,0
"SALE ENDS IN 19 DAYS, 9 HOURS, 50 MINUTES, 54 SECONDS",Urgency,1,0
 View All Shoes ,Not Dark Pattern,0,0
Romantic Ball Gown Tulle Spaghetti Sleeveless Tier Flower Dirl Dress,Not Dark Pattern,0,0
Auto Delivery Program,Not Dark Pattern,0,0
Yes! Upgrade my purchase,Misdirection,1,0
Towel Rails & Racks,Not Dark Pattern,0,0
U.S. Vape Mail Ban FAQs,Not Dark Pattern,0,0
3 Left!,Scarcity,1,0
I don't like savings.,Misdirection,1,1
"Ends in 1 Days, 4 Minutes, 44 Seconds",Urgency,1,0
The carpet has python Vivariums.,Not Dark Pattern,0,1
There is a hot offer.,Urgency,1,1
The collection is called Synthesis Alloy.,Not Dark Pattern,0,1
Hurry up!,Urgency,1,1
Two people have looked at this in the last couple of hours.,Social Proof,1,1
The site was easy to navigate and I haven't received my shoes yet.,Not Dark Pattern,0,1
"No Thanks, I Don't Want To Save",Misdirection,1,0
Hurry only 8 items left!,Scarcity,1,0
Save 15% with subscribe and subscribe,Misdirection,1,1
Elegant A Line Chiffon V-neck Long Sleeve Bridesmaid Dress with Pleats and Ruching,Not Dark Pattern,0,0
No thanks! I don't like deals,Misdirection,1,0
"No thanks, I'll pay full price!",Misdirection,1,0
IN 43 PEOPLE'S SHOPPING BAG,Social Proof,1,0
"No Thanks, I'll let this offer sail away",Misdirection,1,0
Rose Gold Shoes,Not Dark Pattern,0,0
Someone in the United States just bought a case for the Note 8.,Social Proof,1,1
Hurry! Only 1 Left In Stock,Scarcity,1,0
There is a sale by category.,Not Dark Pattern,0,1
People also buy this with,Misdirection,1,0
Save and add!,Misdirection,1,1
Only 1 Left !,Scarcity,1,0
DON'T MISS ON THESE AWESOME ITEMS / DON'T MISS ON OUR TABLE DECORATION SYSTEM,Misdirection,1,0
The boards are round.,Not Dark Pattern,0,1
"Someone from Rochedale, Queensland, Australia started buying this!",Social Proof,1,0
Your order is reserved for 09:45 minutes!,Urgency,1,0
"Hurry, only 5 left",Scarcity,1,0
Don't Know Pincode?,Not Dark Pattern,0,0
All Little Boys Clothing,Not Dark Pattern,0,0
What about one of these hot sellers?,Misdirection,1,1
"Items in your cart are in high demand, but we have reserved your order.",Scarcity,1,0
 Apple iPhone X » ,Not Dark Pattern,0,0
Boys Shorts,Not Dark Pattern,0,0
 Optimized Patch System ,Not Dark Pattern,0,0
Macro Focussing Rails,Not Dark Pattern,0,0
Concrete Tools,Not Dark Pattern,0,0
Limited Quantity,Scarcity,1,0
My Account ,Not Dark Pattern,0,0
Stay with us in India,Not Dark Pattern,0,0
Product Recycling,Not Dark Pattern,0,0
20% off for a limited time.,Urgency,1,1
"Someone in Paris, France just purchased a Kanpeki Knife Set",Social Proof,1,0
Game Extraction & Prep,Not Dark Pattern,0,0
The trend is shop by trend.,Not Dark Pattern,0,1
"To start your return, simply click on the following button and add your return details. Once the form is filled, you will receive an email with shipping instructions for how to ship the item(s) to our warehouse.",Not Dark Pattern,0,0
ONLY 1 LEFT!,Scarcity,1,0
"Mother’s Day is undoubtedly a significant occasion for all mothers. But, for the new moms, it is even more special. If you........... Read More...",Not Dark Pattern,0,0
OFFER ENDS 00:54:59,Urgency,1,0
Really good quality contacts and they work well on my eyes. Would definitely order again!!!!,Not Dark Pattern,0,0
2 viewed per hour,Social Proof,1,0
Only 4 unit(s) available!,Scarcity,1,0
Platinum-Dipped Rose,Not Dark Pattern,0,0
Already have an account?,Not Dark Pattern,0,0
 Summer Casual Printed Short Sleeve T-Shirt ,Not Dark Pattern,0,0
The offer ends at 09h.,Urgency,1,1
Only 5 Left in Stock. Buy Soon!,Scarcity,1,0
We can't process your request at the moment.,Not Dark Pattern,0,1
AccessoriesCar AccessoriesDressesFootwearHome & OfficeJacketsLawn & OutdoorsPantsPolosShirts & SweatersShortsSleepwear & UnderwearSwim CollectionTailgatingSale Items- View All -,Not Dark Pattern,0,0
 Shop ,Not Dark Pattern,0,0
You can extend the life of the Shaver Guard by spraying it with the cleaning spray.,Misdirection,1,1
 Subscribe! Don’t be caught empty handed ,Not Dark Pattern,0,0
I don't want a free gift.,Misdirection,1,1
About Cheryl's Business Gifts,Not Dark Pattern,0,0
HIGH DEMAND,Scarcity,1,0
Strong demand! Complete your order before it's too late!,Scarcity,1,0
Bike Parts & Components,Not Dark Pattern,0,0
"No thanks, I’ll skip this amazing super-saver deal. I don’t need so many beautiful textures",Misdirection,1,0
ONLY A FEW LEFT IN STOCK,Scarcity,1,0
There is a limited time offer for test leads.,Urgency,1,1
Want Free Shipping?,Misdirection,1,0
"If you don't have the item in your cart, you're missing out on these deals.",Misdirection,1,1
"NA-KD, White",Not Dark Pattern,0,0
Only 3 left in stock.,Scarcity,1,0
52 people are looking at something.,Social Proof,1,1
 Riding Culture Neue Lifestyle-Marke bei motoin ,Not Dark Pattern,0,0
 V-neck Casual Loose Vintage Print Short Sleeve T-shirt ,Not Dark Pattern,0,0
Shop all interactive whiteboards,Not Dark Pattern,0,0
African American Wigs are lace front.,Not Dark Pattern,0,1
 Show Password ,Not Dark Pattern,0,0
Extra Soft Cleansing Wipes,Not Dark Pattern,0,0
60 percent off ends in hours.,Urgency,1,1
" Port, Sherry & Sweet Wine ",Not Dark Pattern,0,0
Red Tops,Not Dark Pattern,0,0
You can feel confident that your new box helps you celebrate and protect your unborn child.,Not Dark Pattern,0,1
Our GlassGuard warranty policy is just $3.85 and we will cover this purchase.,Misdirection,1,1
Girls Trousers,Not Dark Pattern,0,0
3 people are looking at this product,Social Proof,1,0
 All Personalised Gifts ,Not Dark Pattern,0,0
Brand case and cloth are included.,Not Dark Pattern,0,1
Add to Your Gift and We'll Ship it For Free!,Misdirection,1,0
The Wizard of Oz,Not Dark Pattern,0,0
Someone in Pittsworth bought a Ultimate COLT Anal Training Kit 2 hours ago,Social Proof,1,0
Renew or join the National Rifle Association.,Not Dark Pattern,0,1
OUR BEST SELLING GOGGLE,Misdirection,1,0
Used cameras.,Not Dark Pattern,0,1
(LIMITED TIME OFFER) TORSION GUN HOLSTER SUPER COMBO,Urgency,1,0
Accuscreens,Not Dark Pattern,0,0
Prices shown for delivery to JAPAN Change delivery country,Not Dark Pattern,0,0
 Women's Summer New Clerk Large Size Loose Cotton And Linen Blouse ,Not Dark Pattern,0,0
Clearance Optic Accessories Deals,Not Dark Pattern,0,0
Days left until the offer ends: 00 Days 04:43:35,Urgency,1,0
Looks like that page wasn't found.,Not Dark Pattern,0,1
Theresa from Botkins just bought Panoply 14918 A-line Lace Formal Dress,Social Proof,1,0
Sara from Philadelphia just saved $68 on her order.,Social Proof,1,0
 First to know about upcoming tastings & events ,Not Dark Pattern,0,0
Someone in the United States just bought a watch.,Social Proof,1,1
BreakThrough,Not Dark Pattern,0,0
 Brand case & cloth included ,Not Dark Pattern,0,0
There is a discount reflected in the price.,Urgency,1,1
 Bra Panty Set ,Not Dark Pattern,0,0
Enter the email code.,Not Dark Pattern,0,1
11 11 Hours: 00 22 Minutes: 3223 3223 Seconds Sale Ends Once The Timer Hits Zero!,Urgency,1,0
They have it in their cart.,Social Proof,1,1
Crochet Baby Patterns,Not Dark Pattern,0,0
I couldn't have asked for better quality from these jerseys.,Not Dark Pattern,0,1
There is a vegetable called Sunflower.,Not Dark Pattern,0,1
Home + Tech Almost Gone,Not Dark Pattern,0,0
FootwearHome & Office,Not Dark Pattern,0,0
What Are Healing Crystals?,Not Dark Pattern,0,0
What could have caused this?,Not Dark Pattern,0,0
My purchase should be upgraded.,Misdirection,1,1
A person in the United States purchased a black dress.,Social Proof,1,1
 Cable Winders ,Not Dark Pattern,0,0
5338 people viewed this in the last hour,Social Proof,1,0
Download Now,Not Dark Pattern,0,0
Sale Womens Clothing,Not Dark Pattern,0,0
8 items left,Scarcity,1,0
"Israël in Metz, France purchased a More ADVANCED Chord Substitutions",Social Proof,1,0
 Tony Bianco ,Not Dark Pattern,0,0
I don't want to save money,Misdirection,1,0
Wall Mounted Air Conditioners,Not Dark Pattern,0,0
OFFER ENDS: 09h: 09m: 55s: 0,Urgency,1,0
Laundry Care,Not Dark Pattern,0,0
 My Project Lists ,Not Dark Pattern,0,0
"An item you ordered is in high demand. No worries, we have prioritized your order.",Scarcity,1,0
cookie host,Not Dark Pattern,0,0
Hurry up! Discount Ends in DAYS HRS MINS SECS,Urgency,1,0
Custom Kids Headwear,Not Dark Pattern,0,0
Get 20% off Sample Doors! ×Offer Ends In 58 : 29 Use Promo Code sample20off,Urgency,1,0
Only 4 left In Stock,Scarcity,1,0
I'll save money again.,Misdirection,1,1
 All Shoes ,Not Dark Pattern,0,0
Either because we're updating the site or because someone spilled coffee on it again. We'll be back just as soon as we finish the update or clean up the coffee.,Not Dark Pattern,0,0
"James in Cashion, Oklahoma just bought Glossy Black Brick Geode / Amber Gradient Fast Lanes",Social Proof,1,0
People buy this as well.,Misdirection,1,1
The deal ends in 25 minutes.,Urgency,1,1
The electric Daisy.,Not Dark Pattern,0,1
"Nah, I'll pay full price",Misdirection,1,0
You will want to read Five Book Group favorites.,Not Dark Pattern,0,1
Customer was also shopping.,Misdirection,1,1
"For a limited time, the prices are in US dollars and include all imports.",Urgency,1,1
Baby Size Guide,Not Dark Pattern,0,0
Photography Projector,Not Dark Pattern,0,0
There is a,Not Dark Pattern,0,1
Don't leave without taking a discount.,Not Dark Pattern,0,1
"LIMITED TIME OFFER 10% OFF - ENTER CODE \""CASES\"" AT CHECKOUT",Urgency,1,0
"If you want to protect your sofa from disasters, add Castelan Fabric Protection for just £80.",Misdirection,1,1
Hurry! This special sale ends in 2h 42m 0s,Urgency,1,0
Stay in theOOP!,Not Dark Pattern,0,1
4 people are looking at this right now.,Social Proof,1,0
Did you know we have an app? Create shareable art and custom PopSockets designs with our unique image editing tools.,Not Dark Pattern,0,0
Collegiate Shooting Programs,Not Dark Pattern,0,0
No thanks. I prefer paying full price.,Misdirection,1,0
"The Dry Direct Ultimate is a great product, the best we have found. Customer service is very efficient, and deliveries have always been on time. We are very satisfied with Parentgiving in all aspects.",Not Dark Pattern,0,0
Your first payment will be due on the day of your purchase.*,Not Dark Pattern,0,0
Hurry! Only 6 left in stock!,Scarcity,1,0
Some areas may have higher freight charges.,Not Dark Pattern,0,1
Free shipping on all orders is only available for a limited time.,Urgency,1,1
Wait! Take 10% off Your First Order Deal Expires Soon!,Urgency,1,0
"No thanks, I like paying full price",Misdirection,1,0
Hurry up! Only 11 items left,Scarcity,1,0
Information is returned.,Not Dark Pattern,0,1
9 people are currently viewing this product,Social Proof,1,0
QUANTITY: *ONLY 1 LEFT,Scarcity,1,0
Don't miss out on our table display system.,Misdirection,1,1
Hand & Foot Skin Care,Not Dark Pattern,0,0
WilmaNorth Carolina,Not Dark Pattern,0,0
31 people seeing this product right now,Social Proof,1,0
BABY BOYSShoesClothingAccessories,Not Dark Pattern,0,0
HURRY! EXCLUSIVE DEAL FOR YOU! 1 4 : 4 5,Urgency,1,0
 Tights ,Not Dark Pattern,0,0
 End Tables,Not Dark Pattern,0,0
Search for similar products.,Not Dark Pattern,0,1
LOGIN/REGISTER,Misdirection,1,0
New In Special Occasion,Not Dark Pattern,0,0
Root Touch Up + Brow Filler,Not Dark Pattern,0,0
404 Orders,Social Proof,1,0
How to cast.,Not Dark Pattern,0,1
You can compare.,Misdirection,1,1
only 2 left in stock,Scarcity,1,0
Samuel bought a Pod Juice Jewel Mint Cool Nicotine Salt e-liquid.,Social Proof,1,1
LIMITED TIME ONLY *on select models,Urgency,1,0
I don't want to spend money.,Misdirection,1,1
I don't want to save.,Misdirection,1,1
Limited time - Free Shipping on all orders*,Urgency,1,0
Limited time remaining!,Urgency,1,0
LIMITED TIME LEFT! 00 : 46 : 11,Urgency,1,0
I want to pay full price.,Misdirection,1,1
7 sold in last 24 hours,Social Proof,1,0
Shop Plus Shorts by Pattern,Not Dark Pattern,0,0
Party & Birthday Novelties,Not Dark Pattern,0,0
NRA Annual Meetings & Exhibits,Not Dark Pattern,0,0
You can present your Fave voucher at the outlet.,Not Dark Pattern,0,1
"If you want to protect your sofa from disasters, you can add Castelan Fabric Protection for just £80.",Misdirection,1,1
I'll be the last to know.,Misdirection,1,1
"If you don't want to receive email updates, check the box.",Misdirection,1,1
" Paper, Pads & Blocks Toggle category Paper, Pads & Blocks ",Not Dark Pattern,0,0
Someone bought something in the United States.,Social Proof,1,1
commonpandacom,Not Dark Pattern,0,1
Order before 16h 59m to get 35% off everything.,Urgency,1,1
Only 3 pieces in stock!,Scarcity,1,0
Bras for sports.,Not Dark Pattern,0,1
The GlassGuard warranty policy is just $3.85 and we'll cover the purchase.,Misdirection,1,1
Items in your cart are selling fast,Scarcity,1,0
The car filter needs to be removed.,Not Dark Pattern,0,1
 By Doug,Not Dark Pattern,0,0
There is no voucher code needed to save 10% on all orders.,Urgency,1,1
"No thank you, I prefer to pay full price",Misdirection,1,0
1 day ago:1:04,Urgency,1,1
0 DAYS22 HOURS13 MINUTES21 SECONDS,Urgency,1,0
1 people are watching this.,Social Proof,1,1
OFFER EXPIRES IN: YES NO Want 10% Off Your First Order? 7 minutes 35 seconds,Urgency,1,0
My Reviews,Not Dark Pattern,0,0
Graphic Tanks,Not Dark Pattern,0,0
You can subscribe and save.,Misdirection,1,1
I want to pay the full price.,Misdirection,1,1
LAST CHANCE TO SAVE... enter your email to Save 20% on your first order 00 hours :29 minutes :43 seconds,Urgency,1,0
Clear filter,Not Dark Pattern,0,0
TV stands and entertainment centers.,Not Dark Pattern,0,1
"Only available for a LIMITED TIME, so get yours TODAY!",Urgency,1,0
Shop By Brands,Not Dark Pattern,0,0
 Please try again ,Not Dark Pattern,0,0
How about these?,Misdirection,1,0
"Jeremy in Stockton, United States purchased a",Social Proof,1,0
There is a limited time details.,Urgency,1,1
There is compliance with the GCC.,Not Dark Pattern,0,1
"2,229 people have viewed this item",Social Proof,1,0
The professional color tool kit has addons.,Misdirection,1,1
Free shipping is available for a limited time.,Urgency,1,1
 Every bicycle tells a story ,Not Dark Pattern,0,0
78 Persons looking for this product,Social Proof,1,0
Other 2 customers have it in their cart.,Social Proof,1,0
24 people have purchased this wine today,Social Proof,1,0
Barbour International is a company.,Not Dark Pattern,0,1
Diamond Nose Studs,Not Dark Pattern,0,0
Accent Chairs,Not Dark Pattern,0,0
320 items left,Scarcity,1,0
The People Tree follows the best practices of the World Fair Trade Organization.,Not Dark Pattern,0,1
Only 1 items left,Scarcity,1,0
HAUTELOOK 04:53,Urgency,1,0
Only 20% off.,Urgency,1,1
There are e- gift cards.,Not Dark Pattern,0,1
1 day 17 minutes,Urgency,1,1
"If you place your order before 9:55:44, you will get a 90 percent discount.",Urgency,1,1
We value your input. Share your review so everyone else can enjoy it too.,Not Dark Pattern,0,0
I love this phone case.,Not Dark Pattern,0,1
Want a special deal? Bundle and SAVE UPTO30%,Misdirection,1,0
THE SET INCLUDES:,Not Dark Pattern,0,0
Curly Wigs.,Not Dark Pattern,0,1
HURRY! ONLY 14 LEFT IN STOCK.,Scarcity,1,0
 PopGrip Antimicrobial Refine by Product Type: PopGrip Antimicrobial ,Not Dark Pattern,0,0
Short Sleeve T-Shirts ,Not Dark Pattern,0,0
Trending Style! Sold 4 times today,Social Proof,1,0
41 people have looked at this in the last couple of hours,Social Proof,1,0
Your Cart Will Expire In 09:58 minutes!Please note that these items may not be available again if you release them.,Urgency,1,0
6 other people looking at this item,Social Proof,1,0
Converse,Not Dark Pattern,0,0
Security Cameras,Not Dark Pattern,0,0
"Natalie in Graham, United States purchased a FREE BTS Answer Magic Pillow about 1 hour ago",Social Proof,1,0
He was once a celebrated author of short stories.,Not Dark Pattern,0,1
Ends Sunday! $200 off any mattress . free shipping & free returns!,Urgency,1,0
 Sign In With Google ,Not Dark Pattern,0,0
"Another babe in Alexandria, United States just ordered Flat Tummy Tea",Social Proof,1,0
"Abbie in Calwell, Australia purchased Shark Bite Socks about 1 hour ago",Social Proof,1,0
Limited quantity available,Scarcity,1,0
In demand,Scarcity,1,0
Only 2 left in stock. Make it yours.,Scarcity,1,0
Shop Disposables,Not Dark Pattern,0,0
Shipping is free.,Not Dark Pattern,0,1
Devices ,Not Dark Pattern,0,0
DressesFootwearHatsHoodies & SweatshirtsJerseysPantsSleepwear & UnderwearSwim CollectionT-ShirtsSale Items- View All -,Not Dark Pattern,0,0
Only 1 left In Stock,Scarcity,1,0
 Summer Simple Breathable Socks ,Not Dark Pattern,0,0
Kimberly R.,Not Dark Pattern,0,0
I don't plan on missing out.,Misdirection,1,1
Your order is prioritized for 13:22 minutes!,Urgency,1,0
How do I get rid of my hair oil?,Not Dark Pattern,0,1
Use the domain shortly after payment,Not Dark Pattern,0,0
87% offers claimed. Hurry up!,Scarcity,1,0
1626 people seeing this product right now,Social Proof,1,0
This product is being viewed.,Social Proof,1,1
Your cart is not available for a long time.,Urgency,1,1
"GRACE from ORLANDO, United States bought Camouflage Jumpsuit 31 minutes ago",Social Proof,1,0
People buy this with it.,Misdirection,1,1
Only 4 left at this price,Scarcity,1,0
Shotgun Bore Mops,Not Dark Pattern,0,0
 JOINT Oil ,Not Dark Pattern,0,0
 You can change your preference here Shop for Select an age ,Not Dark Pattern,0,0
"from Korea, South",Not Dark Pattern,0,0
Livefood Subscription,Not Dark Pattern,0,0
There is a free NECKLACE for Mom on January 1st.,Urgency,1,1
 Rudraksha Recommendations ,Not Dark Pattern,0,0
"Business, office, and industrial.",Not Dark Pattern,0,1
We will match a lower online price.,Not Dark Pattern,0,1
The sale ends in 19 days.,Urgency,1,1
Items reserved for 15:00,Urgency,1,0
"The shoes are called ""Converse.""",Not Dark Pattern,0,1
Light in the box,Not Dark Pattern,0,1
Earn FanCash on all purchases!,Not Dark Pattern,0,0
View All Home Accents,Not Dark Pattern,0,0
 Sustainably made,Not Dark Pattern,0,0
"No Thanks, I rather pay full price",Misdirection,1,0
 Choosing the Best Plus Size Briefs ,Not Dark Pattern,0,0
Future features are included.,Not Dark Pattern,0,1
The ring on the toe.,Not Dark Pattern,0,1
210+ bought,Social Proof,1,0
Jessica is in the United States.,Social Proof,1,1
We will ship your gift for free if you add it to your gift card.,Misdirection,1,1
Back Yard & Spa,Not Dark Pattern,0,0
Your cart is not available for long.,Urgency,1,1
Click 'allow' when prompted to enable notifications.,Not Dark Pattern,0,1
"50% OFF Everything (yep, even sale) + $5.99 Shipping* ENDS IN 12h 13m 56s",Urgency,1,0
I like full price.,Misdirection,1,1
Sale ends soon,Urgency,1,0
The offer ends at 0 hours.,Urgency,1,1
SAVE $200 OFF PUFFY,Urgency,1,0
Bottoms Deals,Not Dark Pattern,0,0
"PROTECT YOUR SOFA! Your Humblebum Sofa in Thatch house fabric will look wicked! Why not add Castelan Fabric Protection to cover your new squish machine against wine spillages, messy TV dinners, and other disasters for just just £80?",Misdirection,1,0
 Menstrual Products ,Not Dark Pattern,0,0
Availability: Low Stock,Scarcity,1,0
"Crystal Li in Flushing, United States purchased a",Social Proof,1,0
 Love the way you pay ,Not Dark Pattern,0,0
 Most-Hearted Styles Shop Now ,Not Dark Pattern,0,0
Save a lot by fixing the broken remote.,Not Dark Pattern,0,1
2day 13:51 left,Urgency,1,1
I have not had my hair so soft and shiny in such a long time and my grey was completely covered! So incredibly happy.,Not Dark Pattern,0,0
"If you click continue below we will be happy to tell you about discounts, money off and new products from Very by e-mail and text,
unless you tell us you DO NOT want to hear about them, by ticking here.
If you would like to receive offers from carefully selected 3rd parties, please tick here",Misdirection,1,0
 Football Boots ,Not Dark Pattern,0,0
 Coffee ,Not Dark Pattern,0,0
113 people have viewed in the last 24hrs,Social Proof,1,0
"Michael in Pontiac, United States purchased a  ",Social Proof,1,0
Shop All Golf Balls,Not Dark Pattern,0,0
Holland Cooper,Not Dark Pattern,0,0
Custom Board Quote,Not Dark Pattern,0,0
 Our Carbon Footprint ,Not Dark Pattern,0,0
Celebrity Synthetic Wigs,Not Dark Pattern,0,0
The board is on the Mountboard.,Not Dark Pattern,0,1
Boxster Remotes,Not Dark Pattern,0,0
There are tights.,Not Dark Pattern,0,1
Return my item,Not Dark Pattern,0,0
This product is no longer available.,Not Dark Pattern,0,1
"Business, Office & Industrial",Not Dark Pattern,0,0
Last chance! Only 1 left,Scarcity,1,0
"NO THANKS, I'll PAY FULL PRICE",Misdirection,1,0
Someone from Norway purchased a Super FG Grater - 12x Faster - 15% OFF,Social Proof,1,0
In Stock. Only 1 Left!,Scarcity,1,0
Enter Catalog/Email Code,Not Dark Pattern,0,0
Get Personalised Health PlanGet Health Plan,Not Dark Pattern,0,0
Professional customer services at great prices.,Not Dark Pattern,0,1
LIMITED TIME DEAL!,Urgency,1,0
Your order is reserved for 09:43 minutes!,Urgency,1,0
00DAYS00HOURS47MINUTES36SECONDS SALE ENDS ONCE COUNTER HITS ZERO,Urgency,1,0
It was sprouting.,Not Dark Pattern,0,1
Contract free,Not Dark Pattern,0,0
 Polar Lights II ,Not Dark Pattern,0,0
Search Result:Search Results: ,Not Dark Pattern,0,0
Almost Sold Out! Only 2 Left.,Scarcity,1,0
Your order is on hold.,Urgency,1,1
Your order is waiting for you.,Urgency,1,1
3 LEFT,Scarcity,1,0
"NO, THANKS. I DON'T LIKE DISCOUNTS",Misdirection,1,0
 Soft Toys ,Not Dark Pattern,0,0
"Rick in Columbia, United States purchased a",Social Proof,1,0
The latest looks from Myleene Klass Shop.,Not Dark Pattern,0,1
White Plus Size Clothing,Not Dark Pattern,0,0
"no thanks, I'll save money another day",Misdirection,1,0
