String,Type,label,predicate
New In ,Not Dark Pattern,0,None
shut up! Sale Ends in,Urgency,1,Limited-time Messages
Limited Time Remaining!,Urgency,1,Limited-time Messages
7 customers have this in their basket,Social Proof,1,Activity Notifications
Hurry! Only 2 left at this price!,Scarcity,1,Low-stock Messages
2 people are viewing this,Social Proof,1,Activity Notifications
01 Hours 37 Minutes 48 Seconds 1/10s,Urgency,1,Countdown Timers
23% left in stock!,Scarcity,1,Low-stock Messages
61 people have already bought that product today with 50% discount,Social Proof,1,Activity Notifications
SAVE TODAY: Save 20% on lighting by Le Klint. Limited time only.,Urgency,1,Limited-time Messages
Favored By: 400 people!,Social Proof,1,Activity Notifications
"No thanks, I'll be the last to know.",Misdirection,1,Confirmshaming
My Reviews,Not Dark Pattern,0,None
Last purchase was 18 minutes ago by someone from Dublin,Social Proof,1,Activity Notifications
80 Customers are considering this product right now.,Social Proof,1,Activity Notifications
Screen print graphics,Not Dark Pattern,0,None
"NO, I'LL PAY FULL PRICE",Misdirection,1,Confirmshaming
What people are saying about us...,Social Proof,1,Testimonials of Uncertain Origin
"1,142 people have added to cart recently",Social Proof,1,Activity Notifications
Shirts & Blouses,Not Dark Pattern,0,None
Your order is reserved for 09:45 minutes!,Urgency,1,Countdown Timers
77 PEOPLE LIKE THIS,Social Proof,1,Activity Notifications
Sports ,Not Dark Pattern,0,None
"Trey in Sparta, United States purchased Stealth Angel Ultra Lightweight & Portable Sleeping Bag about 45 minutes ago",Social Proof,1,Activity Notifications
Limited stock!,Scarcity,1,Low-stock Messages
70% offers claimed. Hurry up!,Scarcity,1,High-demand Messages
Your order is reserved for 09:45 minutes!,Urgency,1,Countdown Timers
Only 1 Item Left!,Scarcity,1,Low-stock Messages
 Crossbody & Belt Bags ,Not Dark Pattern,0,None
Shop By Brands,Not Dark Pattern,0,None
"ONLY 5 LEFT, ORDER SOON!",Scarcity,1,Low-stock Messages
Customers also bought,Misdirection,1,Pressured Selling
 Redirecting to Futech Deals for secure checkout... ,Not Dark Pattern,0,None
 Comfy and looks great ,Not Dark Pattern,0,None
Clearance! Only 4 left in stock.,Scarcity,1,Low-stock Messages
BABY BOYSShoesClothingAccessories,Not Dark Pattern,0,None
0:44:56,Urgency,1,Countdown Timers
39 people have this in their cart,Social Proof,1,Activity Notifications
 Subscribe! Don’t be caught empty handed ,Not Dark Pattern,0,None
SHOP TRIATHLON,Not Dark Pattern,0,None
Hurry! Sale ends in:,Urgency,1,Countdown Timers
Hand & Foot Skin Care,Not Dark Pattern,0,None
"No, I don't feel lucky",Misdirection,1,Confirmshaming
LIMITED TIME OFFER! FREE SHIPPING OVER $99 + FREE RETURNS*,Urgency,1,Limited-time Messages
Selling fast! Add to bag 7 times in the last 48 hours.,Social Proof,1,Activity Notifications
Newborn & InfantYouthAdjustableFlexSnapbacksSale Items- View All -,Not Dark Pattern,0,None
90% offers claimed. Hurry up!,Scarcity,1,High-demand Messages
Only 1 left!,Scarcity,1,Low-stock Messages
I'LL PAY FULL PRICE,Misdirection,1,Confirmshaming
DON'T LET 'EM GET AWAY Several people have recently viewed this item.,Social Proof,1,Activity Notifications
Hurry up! Discount Ends in DAYS HRS MINS SECS,Urgency,1,Countdown Timers
Only 1 unit left in stock,Scarcity,1,Low-stock Messages
Only 1 left,Scarcity,1,Low-stock Messages
Add on something to make it extra special.,Misdirection,1,Pressured Selling
Specialist Tools,Not Dark Pattern,0,None
12 customers viewed this product today!,Social Proof,1,Activity Notifications
 Sunflower ,Not Dark Pattern,0,None
227 Bought Already,Social Proof,1,Activity Notifications
Only 5 Left in Stock. Buy Soon!,Scarcity,1,Low-stock Messages
7 sold in last 24 hours,Social Proof,1,Activity Notifications
"No Thanks, I prefer not to have a protection plan",Misdirection,1,Confirmshaming
Only 10 left in stock,Scarcity,1,Low-stock Messages
210+ bought,Social Proof,1,Activity Notifications
39 recently purchased it,Social Proof,1,Activity Notifications
Only 9 units left in stock online.,Scarcity,1,Low-stock Messages
Summary,Not Dark Pattern,0,None
No I don't feel lucky,Misdirection,1,Confirmshaming
Your order is reserved for 08:53 minutes!,Urgency,1,Countdown Timers
"Someone in Cedarhurst, United States purchased a Sproet and Sprout Shell/Violet Stripe Bloomers",Social Proof,1,Activity Notifications
M-Class Remotes,Not Dark Pattern,0,None
Only 5 Left,Scarcity,1,Low-stock Messages
Only 1 in stock,Scarcity,1,Low-stock Messages
Massive Tax Time Sale See Discounts. Sale ends in,Urgency,1,Limited-time Messages
HURRY ONLY 9 LEFT IN STOCK!,Scarcity,1,Low-stock Messages
I'LL PAY FULL PRICE,Misdirection,1,Confirmshaming
Down Jackets,Not Dark Pattern,0,None
2day 13:49:51 Left,Urgency,1,Countdown Timers
Only 8 left,Scarcity,1,Low-stock Messages
I'LL PAY FULL PRICE,Misdirection,1,Confirmshaming
No I don't feel lucky,Misdirection,1,Confirmshaming
Stock Low : 6 items left.,Scarcity,1,Low-stock Messages
Engine Cooling System,Not Dark Pattern,0,None
"Someone from Cape Town, Western Cape, South Africa just started buying Packable Travel Duffel Bag! 5 minutes ago",Social Proof,1,Activity Notifications
"Abbie in Calwell, Australia purchased Shark Bite Socks about 1 hour ago",Social Proof,1,Activity Notifications
American Diamond Earrings,Not Dark Pattern,0,None
John Boos,Not Dark Pattern,0,None
Time remaining: 04:50,Urgency,1,Countdown Timers
Sharmeen Atif From Karachi just bought Stylish Metal Glasses Frames For Kids-Assorted-NA7157,Social Proof,1,Activity Notifications
Crochet Baby Patterns,Not Dark Pattern,0,None
3 people are looking at this product,Social Proof,1,Activity Notifications
38 people are viewing this,Social Proof,1,Activity Notifications
OFFER ENDS 00:54:59,Urgency,1,Countdown Timers
Cleaning Brushes & Tools,Not Dark Pattern,0,None
Hurry! Only 1 Left In Stock,Scarcity,1,Low-stock Messages
FilterSortFeaturedPrice: Low to HighPrice: High to LowAlphabetical: A-ZAlphabetical: Z-A,Not Dark Pattern,0,None
Days left until the offer ends: 00 Days 04:43:35,Urgency,1,Countdown Timers
" Born for adventures across land, desert, and ice. Cruise over Tarmac-free roads or adapt it to be your 'do anything' commuter. ",Not Dark Pattern,0,None
Only 1 left in stock,Scarcity,1,Low-stock Messages
Cap Construction,Not Dark Pattern,0,None
"No Thanks, I Don't Want a Free Gift",Misdirection,1,Confirmshaming
"No thanks, I don't like exclusive offers",Misdirection,1,Confirmshaming
Used Leica Cameras,Not Dark Pattern,0,None
ENDS IN - Flash Offer - TWO PAIRS OF SHOES FOR $319 PROMO CODE AUTO-APPLIED AT CHECKOUT! 0 Days : 16 Hours : 09 Minutes : 57 Seconds,Urgency,1,Countdown Timers
Sparkling Elegance,Not Dark Pattern,0,None
65% of our customers added Surefit protection this year.,Social Proof,1,Activity Notifications
ON SALE AT $1.99 FOR A LIMITED TIME,Urgency,1,Limited-time Messages
Only 1 left,Scarcity,1,Low-stock Messages
Availability: Only 1 Left,Scarcity,1,Low-stock Messages
2day 13:49:51 Left,Urgency,1,Countdown Timers
 Mixed Wine Cases ,Not Dark Pattern,0,None
Items reserved for 15:00,Urgency,1,Countdown Timers
Wedding Cross Stich & Embroidery Patterns,Not Dark Pattern,0,None
"Keyboard Navigation Profile (Motor-Impaired): this profile enables motor-impaired persons to operate the website using the keyboard Tab, Shift+Tab, and the Enter keys. Users can also use shortcuts such as “M” (menus), “H” (headings), “F” (forms), “B” (buttons), and “G” (graphics) to jump to specific elements.",Not Dark Pattern,0,None
Jeanne E. Bray Memorial Scholarship,Not Dark Pattern,0,None
Hair Color + Highlights,Not Dark Pattern,0,None
Sale Ends in 5 days 14 hours 42 mins 53 sec,Urgency,1,Countdown Timers
Shop Safely And Securely,Not Dark Pattern,0,None
 powered by: Cookie Information ,Not Dark Pattern,0,None
Graphic T-Shirts,Not Dark Pattern,0,None
Whey Protein Isolate,Not Dark Pattern,0,None
67% offers claimed. Hurry up!,Scarcity,1,High-demand Messages
Limited Time Only · Online Only,Urgency,1,Limited-time Messages
 Rs INR ,Not Dark Pattern,0,None
Only 25 Deals left,Scarcity,1,Low-stock Messages
 Every bicycle tells a story ,Not Dark Pattern,0,None
"Another babe in Alexandria, United States just ordered Flat Tummy Tea",Social Proof,1,Activity Notifications
Only 1 items left in stock!,Scarcity,1,Low-stock Messages
Your order is reserved for 09:45 minutes!,Urgency,1,Countdown Timers
Want to add one of these?,Misdirection,1,Pressured Selling
Offer ends in 15hrs 1min 56sec!,Urgency,1,Countdown Timers
25% OFF* ENDS IN 00 : 12 : 27 : 15 DAYS HRS. MIN. SEC.,Urgency,1,Countdown Timers
SELLING FAST! GET 10% OFF THIS ITEM. ACTIVATE NOW.,Scarcity,1,High-demand Messages
"Weight Management Shakes help cut cals, control appetite, and drop LBS.* Learn more about Weight Management Shakes.",Not Dark Pattern,0,None
Only 3 left in stock,Scarcity,1,Low-stock Messages
Only 2 left!,Scarcity,1,Low-stock Messages
View Alternatives,Not Dark Pattern,0,None
gifts for wife,Not Dark Pattern,0,None
Thank you for posting a question!,Not Dark Pattern,0,None
Availability: Low Stock 4 Remaining,Scarcity,1,Low-stock Messages
"No Thanks, I Don't Want a Discount",Misdirection,1,Confirmshaming
"Annie in Cheras, Malaysia just bought: An Abundance of Flowers - Van-Go Paint-By-Number Kit",Social Proof,1,Activity Notifications
Fewer than 5 left!,Scarcity,1,Low-stock Messages
Your order is reserved for 09:35 minutes.,Urgency,1,Countdown Timers
"Someone in Petaling Jaya, Malaysia just bought SNEAKERGUARD Midsole Paint Marker - BOOST White",Social Proof,1,Activity Notifications
57 PEOPLE HAVE LOOKED AT THIS TODAY,Social Proof,1,Activity Notifications
I'D RATHER PAY FULL PRICE,Misdirection,1,Confirmshaming
Hurry! Only 2 left,Scarcity,1,Low-stock Messages
Felizer Designer Diamond studded Round Dial Metal starp watch for Women & Girls - Silver (Heart design) Analog,Not Dark Pattern,0,None
Your order is reserved for 08:48 minutes!,Urgency,1,Countdown Timers
"Someone from Huntingtown, Maryland, United States purchased TopCoat® F11® Polish & Sealer - Web Special Kits Just Now",Social Proof,1,Activity Notifications
activate within 10:00,Urgency,1,Countdown Timers
 Color Yellow Smoke Blue Pink Orange,Not Dark Pattern,0,None
"Someone in Vancouver, Washington purchased a Orthofeet Men's Orthotic Insoles about 38 minutes",Social Proof,1,Activity Notifications
Only 3 left,Scarcity,1,Low-stock Messages
"NO, I DON'T FEEL LUCKY",Misdirection,1,Confirmshaming
HURRY UP > 09H 42M 39S,Urgency,1,Countdown Timers
@elsieandpresley_ got some fantastic color results with our Hair Color Wax. Well done 👏,Not Dark Pattern,0,None
Items will be reserved in your cart for 19:10,Urgency,1,Countdown Timers
Someone bought: HYPE BLUE LARGE SPLAT KIDS LEGGINGS,Social Proof,1,Activity Notifications
 Active Filters English (United States) English (United States) ✘ Remove Filter ,Not Dark Pattern,0,None
 Chair Accessories ,Not Dark Pattern,0,None
24 sold in last 24 hours.,Social Proof,1,Activity Notifications
Only 1 item left,Scarcity,1,Low-stock Messages
Professional Color Tool Kit / Addons,Misdirection,1,Pressured Selling
"After getting my jersey on Monday, I am hooked on CoolHockey. I will surely be buying from CoolHockey from now on.",Not Dark Pattern,0,None
Only 3 available,Scarcity,1,Low-stock Messages
cookie host,Not Dark Pattern,0,None
GlassGuard Warranty Do not fear breaking your glass! Add our GlassGuard warranty policy for just $3.85 and we'll insure this purchase.,Misdirection,1,Pressured Selling
Most of our orders are from repeat customers.,Not Dark Pattern,0,None
Compare at,Misdirection,1,Trick Questions
Get Personalised Health PlanGet Health Plan,Not Dark Pattern,0,None
Add your favourites to cart,Not Dark Pattern,0,None
Show Cart,Not Dark Pattern,0,None
Bathroom Basins,Not Dark Pattern,0,None
Cross Body,Not Dark Pattern,0,None
Only 2 items left,Scarcity,1,Low-stock Messages
3 Left,Scarcity,1,Low-stock Messages
Limited Time Remaining!,Urgency,1,Limited-time Messages
SAVE $200 OFF PUFFY,Urgency,1,Limited-time Messages
Let's make sure you have everything else you need,Misdirection,1,Pressured Selling
 Mitre Saws ,Not Dark Pattern,0,None
Limited Time!,Urgency,1,Limited-time Messages
" well, this is awkward. ",Not Dark Pattern,0,None
"Shopper from Saint John, NB viewed Lenovo ThinkCentre M710t 10M9000RUS Desktop Computer 3 minutes ago!",Social Proof,1,Activity Notifications
" Household Cleaning Kitchen Bathroom Eco Laundry General Cleaning Kitchenware Cook & Bakeware Food Storage & Preservation Kitchen Textiles Appliances Kitchen Appliances Household Appliances Bed, Bath & Living ",Not Dark Pattern,0,None
Someone in Pittsworth bought a Ultimate COLT Anal Training Kit 2 hours ago,Social Proof,1,Activity Notifications
Only 1 left In Stock,Scarcity,1,Low-stock Messages
LIMITED TIME SALE,Urgency,1,Limited-time Messages
Full HD 144Hz IPS Anti-Glare (1920 x 1080) FREE Upgrade (Limited time offer!),Urgency,1,Limited-time Messages
Authenticity Guaranteed,Not Dark Pattern,0,None
Diamond Nose Studs ,Not Dark Pattern,0,None
19 people have viewed this item,Social Proof,1,Activity Notifications
"No thanks, I don't want the free gift.",Misdirection,1,Confirmshaming
RegionBracket Right,Not Dark Pattern,0,None
"Israël in Metz, France purchased a More ADVANCED Chord Substitutions",Social Proof,1,Activity Notifications
 TERMS OF SALE ,Not Dark Pattern,0,None
"Someone in Kilwinning, United Kingdom just bought Cuban Link Chain Bracelet",Social Proof,1,Activity Notifications
"Someone in San diego, United States just bought Gemfield Watch 15 days ago",Social Proof,1,Activity Notifications
436 users are currently active on our website Just now,Social Proof,1,Activity Notifications
LIMITED TIME DEAL!,Urgency,1,Limited-time Messages
Aids mental processing†,Not Dark Pattern,0,None
I do not want to protect my item,Misdirection,1,Confirmshaming
 Microsoft Xbox One S Wireless Controller » ,Not Dark Pattern,0,None
Thermostats,Not Dark Pattern,0,None
8 people are looking at this artwork,Social Proof,1,Activity Notifications
MOST POPULAR,Social Proof,1,Activity Notifications
"No Thanks, I prefer not to have a protection plan",Misdirection,1,Confirmshaming
Only 5 item(s) left.,Scarcity,1,Low-stock Messages
"1 left, order now!",Scarcity,1,Low-stock Messages
16 recently purchased it.,Social Proof,1,Activity Notifications
Don't miss out on this item! There is only 1 left in stock.,Scarcity,1,Low-stock Messages
Primary Arms Scopes,Not Dark Pattern,0,None
Congratulations! You qualify to receive Rechargeable 10-Function Bullet Vibe for FREE!,Misdirection,1,Pressured Selling
Only 1 in stock,Scarcity,1,Low-stock Messages
Protect Your Gear,Misdirection,1,Pressured Selling
"Ashley in Auburn, United States purchased a Check Plz iPhone X/Xs Case about 24 minutes ago",Social Proof,1,Activity Notifications
Boys Purple School Uniforms,Not Dark Pattern,0,None
Here to help,Not Dark Pattern,0,None
"No thanks, I don't like free stuff",Misdirection,1,Confirmshaming
24 sold in last 24 hours.,Social Proof,1,Activity Notifications
Delivery & Returns,Not Dark Pattern,0,None
 cm in ,Not Dark Pattern,0,None
TWO FREE PILLOWS AND 30% OFF WITH PROMO CODE,Misdirection,1,Pressured Selling
Limited Edition Honeycomb Necklace (Bee Inspired) Someone purchased a Limited Edition Honeycomb Necklace (Bee Inspired),Social Proof,1,Activity Notifications
Necessary Protection..,Misdirection,1,Pressured Selling
"No thank you, I prefer to pay full price",Misdirection,1,Confirmshaming
THIS PRODUCT HAS BEEN VIEWED 480 TIMES IN THE LAST 48 HOURS,Social Proof,1,Activity Notifications
 Ladies Flower Print Casual Fashion Dress ,Not Dark Pattern,0,None
8 customers have bought today,Social Proof,1,Activity Notifications
"Hurry, Limited Time Offer! 11:25",Urgency,1,Countdown Timers
Compare at,Misdirection,1,Trick Questions
"EastwoodModern, sleek and enchanting, the Eastwood Collection provides comfortable seating while still looking mid-century magnificent.",Not Dark Pattern,0,None
By Brand All Men's Brands ,Not Dark Pattern,0,None
SAVE $200 OFF PUFFY,Urgency,1,Limited-time Messages
"No thanks, I don't like winning",Misdirection,1,Confirmshaming
Macro Focussing Rails,Not Dark Pattern,0,None
Beach Towels & Mats,Not Dark Pattern,0,None
Your order is reserved for 29:52 minutes!,Urgency,1,Countdown Timers
Add and save!,Misdirection,1,Pressured Selling
Someone in Mount Louisa bought a Coleman Folding Table & Bench Set 2 minutes ago,Social Proof,1,Activity Notifications
 Apple iPhone X » ,Not Dark Pattern,0,None
No thanks I definitely measured correctly,Misdirection,1,Confirmshaming
"Someone in Sasebo, Japan just bought",Social Proof,1,Activity Notifications
2 people are looking at this listing now,Social Proof,1,Activity Notifications
Lenscap: Damage Only,Misdirection,1,Trick Questions
ONLY 5 LEFT,Scarcity,1,Low-stock Messages
 Candy & Snacks ,Not Dark Pattern,0,None
ONLY 4 LEFT IN STOCK,Scarcity,1,Low-stock Messages
 Get The Look The Full Story Shop Now Read More ,Not Dark Pattern,0,None
 Mountboard ,Not Dark Pattern,0,None
Carnival Remotes,Not Dark Pattern,0,None
 sales@scandinavianoutdoor.com ,Not Dark Pattern,0,None
(LIMITED TIME OFFER) TORSION GUN HOLSTER SUPER COMBO,Urgency,1,Limited-time Messages
1 LEFT,Scarcity,1,Low-stock Messages
"Denise in Saluda, Virginia bought Terani Couture - 1911E9095 Embroidered Asymmetric Neck Mermaid Gown",Social Proof,1,Activity Notifications
ONLY 1 LEFT,Scarcity,1,Low-stock Messages
"Save 25% on your entire order 09 Hours 57 Minutes 34Seconds use code: SPRING25""",Urgency,1,Countdown Timers
Leslie in USA just Purchased Special Design Exclusive Handmade Silver Ring,Social Proof,1,Activity Notifications
Only 14 left!,Scarcity,1,Low-stock Messages
HURRY! 3 left in stock!,Scarcity,1,Low-stock Messages
Only 4 left in stock,Scarcity,1,Low-stock Messages
 Data Processor Privacy Policy: https://triplelift.com/privacy ,Not Dark Pattern,0,None
"Here for a limited time. 4.5"" Red Bottle Sticker w/ Adam's Logo",Urgency,1,Limited-time Messages
2+ people just viewed this product,Social Proof,1,Activity Notifications
Other people want this. 10 people have this in their cart right now.,Social Proof,1,Activity Notifications
Upright Plants,Not Dark Pattern,0,None
31 people seeing this product right now,Social Proof,1,Activity Notifications
EXTRA -30% OFF WITH CODE: EXTRA30 Ends in: 0 0 0 0 days 0 0 4 4 hours . 0 0 9 9 min . 2 2 8 8 sec,Urgency,1,Countdown Timers
Almost Sold Out! Only 2 Left.,Scarcity,1,Low-stock Messages
"No Thanks, I prefer paying full price.",Misdirection,1,Confirmshaming
436 users are currently active on our website Just now,Social Proof,1,Activity Notifications
Clocks ,Not Dark Pattern,0,None
1 day 08:15:25,Urgency,1,Countdown Timers
Only 5 left in stock,Scarcity,1,Low-stock Messages
JFN Ladies Flat Embroidered Slip-On Dirty Shoes Vintage Thong Sandals,Not Dark Pattern,0,None
 MIN Twins ,Not Dark Pattern,0,None
Quick Navigation,Not Dark Pattern,0,None
Only 5 left!,Scarcity,1,Low-stock Messages
Only 3 Left in Stock!,Scarcity,1,Low-stock Messages
77 PEOPLE LIKE THIS,Social Proof,1,Activity Notifications
This is in 5 other carts.,Social Proof,1,Activity Notifications
LIMITED TIME OFFER,Urgency,1,Limited-time Messages
52 people have added this product to bag in the last 72 hours,Social Proof,1,Activity Notifications
I always order from them! Such good quality for the price you pay! Will always be back!,Not Dark Pattern,0,None
Sale ends soon,Urgency,1,Limited-time Messages
"Roommates agreement... need i say more? this is a great poster for the walls of any house that has more than one person living in it. if you're alone, get it all the same - it'll make you laugh at any given time :)",Not Dark Pattern,0,None
"No Thanks, I don't like exclusive deals.",Misdirection,1,Confirmshaming
660 people have viewed today,Social Proof,1,Activity Notifications
"Now 30% off - hurry, limited time offer!",Urgency,1,Limited-time Messages
"No thanks, I've got too much cool Glock stuff!",Misdirection,1,Confirmshaming
No thanks. I don’t want deals.,Misdirection,1,Confirmshaming
 For Wife ,Not Dark Pattern,0,None
Your order is reserved for 09:45 minutes!,Urgency,1,Countdown Timers
 Gut Health ,Not Dark Pattern,0,None
"An item you ordered is in high demand. No worries, we have reserved your order.",Scarcity,1,High-demand Messages
Limited Time Promo $194.00,Urgency,1,Limited-time Messages
"No thanks, I don't like exclusive offers",Misdirection,1,Confirmshaming
 E-Gift Cards ,Not Dark Pattern,0,None
Only 2 Left in Stock,Scarcity,1,Low-stock Messages
Hair Care Remedies,Not Dark Pattern,0,None
"No thanks, I don't want to look my best",Misdirection,1,Confirmshaming
ONLY AVAILABLE FOR A LIMITED TIME,Urgency,1,Limited-time Messages
"No Thanks, I Prefer Paying Full Price",Misdirection,1,Confirmshaming
READY FOR YOUR NEXT AUTHENTIC NHL JERSEY?,Not Dark Pattern,0,None
LIMITED TIME ONLY *on select models,Urgency,1,Limited-time Messages
Promaster City Remotes,Not Dark Pattern,0,None
DAYS HRS MINS SECS,Urgency,1,Countdown Timers
"Sandeep in Hawthorne, California bought Sadie Ponte Pants - Black Just Now",Social Proof,1,Activity Notifications
What Are Healing Crystals?,Not Dark Pattern,0,None
Only 3 left in stock,Scarcity,1,Low-stock Messages
xB Remotes,Not Dark Pattern,0,None
Explosive Offers! 80% Off Everything 07:25:41,Urgency,1,Countdown Timers
Cart will expire in 08:19 minutes!,Urgency,1,Countdown Timers
Fave x GrabPay,Not Dark Pattern,0,None
Purchased 6 times this week.,Social Proof,1,Activity Notifications
Fashion Forms,Not Dark Pattern,0,None
1 left in stock,Scarcity,1,Low-stock Messages
137 users are currently active on our website,Social Proof,1,Activity Notifications
Short Sleeve T-Shirts ,Not Dark Pattern,0,None
There is only one product left!,Scarcity,1,Low-stock Messages
ONLY 1 LEFT,Scarcity,1,Low-stock Messages
64 users bought this product Touch: The Set - Touch XL & TouchUp Makeup Mirror Bundle,Social Proof,1,Activity Notifications
Last one available,Scarcity,1,Low-stock Messages
"No, I don't want great deals.",Misdirection,1,Confirmshaming
HOW TO MANAGE SIDE EFFECTS,Not Dark Pattern,0,None
Want Free Shipping?,Misdirection,1,Trick Questions
"Someone from South Gate, California just purchased the Admiral JR / Spektrum Servo Connector Plug Set (Male and Female - 2 Pairs)",Social Proof,1,Activity Notifications
(Only 1 Left),Scarcity,1,Low-stock Messages
One customer bought this article in the last 53 min.,Social Proof,1,Activity Notifications
If I emailed you how much I love each jersey you’d have an essay coming your way!,Not Dark Pattern,0,None
Shop All Golf Balls,Not Dark Pattern,0,None
12 customers viewed this product today!,Social Proof,1,Activity Notifications
How about one of these hot sellers?,Misdirection,1,Pressured Selling
Returns an Item,Not Dark Pattern,0,None
Limited time - final price reflects extra 29% off,Urgency,1,Limited-time Messages
Free People,Not Dark Pattern,0,None
"NO THANKS, I DON'T WANT 20% OFF MY ORDER",Misdirection,1,Confirmshaming
"No, I don't want great deals.",Misdirection,1,Confirmshaming
Hair type: Wavy,Not Dark Pattern,0,None
 Outdoor Recreation ,Not Dark Pattern,0,None
Uncheck the box if you prefer not to receive email updates.,Misdirection,1,Trick Questions
 This is a green tea without the bitterness. ,Not Dark Pattern,0,None
89 currently viewing,Social Proof,1,Activity Notifications
Offer ends in 9hrs 55min 29sec!,Urgency,1,Countdown Timers
Purchased 100+ times in the last few days.,Social Proof,1,Activity Notifications
2049 sold in the last 7 days,Social Proof,1,Activity Notifications
"estiven in Deer Park, United States purchased PreWash™ 4 oz",Social Proof,1,Activity Notifications
- +,Not Dark Pattern,0,None
 Gift Card FAQs ,Not Dark Pattern,0,None
Thin and tough - protects from minor scratches,Not Dark Pattern,0,None
 No reviews yet Write a review ,Not Dark Pattern,0,None
Subscribe & Save,Misdirection,1,Pressured Selling
Email Address*,Not Dark Pattern,0,None
Packed with Super Citrimax,Not Dark Pattern,0,None
These pieces are not yet in stock but will be shipped as soon as they are available. The estimated ship date will be noted on the product page.,Not Dark Pattern,0,None
6 items left! Order soon.,Scarcity,1,Low-stock Messages
7 people have it in their cart,Social Proof,1,Activity Notifications
"Someone in Shelby twp, United States just bought Galaxy Note 8 10000mAh ZeroShock Battery Case 3 days ago",Social Proof,1,Activity Notifications
 Why buy from us ,Not Dark Pattern,0,None
No thanks - I don't want to save money,Misdirection,1,Confirmshaming
Only 3 left.,Scarcity,1,Low-stock Messages
02 DAYS :23 HOURS :00 MINS :54 SECS,Urgency,1,Countdown Timers
00 Days 02 Hrs 26 Mins 12 Sec Sale Ends Once The Timer Hits Zero!,Urgency,1,Countdown Timers
Only 2 left in stock,Scarcity,1,Low-stock Messages
How about these?,Misdirection,1,Trick Questions
Only 5 item(s) left.,Scarcity,1,Low-stock Messages
Books and Stationery,Not Dark Pattern,0,None
LAYAWAY SALE WE WILL MATCH YOUR INITIAL PAYMENT. LIMITED TIME ONLY,Urgency,1,Limited-time Messages
Flash Sale - Almost Over! 00 HOURS : 55 1001 MINUTES : 0550 8778 SECONDS,Urgency,1,Countdown Timers
Already have an account?,Not Dark Pattern,0,None
Motion Control System,Not Dark Pattern,0,None
Theresa from Botkins just bought Panoply 14918 A-line Lace Formal Dress,Social Proof,1,Activity Notifications
Sunglasses and Eyewear,Not Dark Pattern,0,None
64 users bought this product Touch: The Set - Touch XL & TouchUp Makeup Mirror Bundle,Social Proof,1,Activity Notifications
Hurry! Limited Quantity Available.,Scarcity,1,Low-stock Messages
We don't give out your details to third parties.,Not Dark Pattern,0,None
"Someone from Rochedale, Queensland, Australia started buying this!",Social Proof,1,Activity Notifications
Hurry! Only 6 left in stock.,Scarcity,1,Low-stock Messages
00:15:07:45,Urgency,1,Countdown Timers
 Cases for Magsafe Refine by Product Type: Cases for Magsafe ,Not Dark Pattern,0,None
Only 2 left,Scarcity,1,Low-stock Messages
FANSTASTIC DEALS,Misdirection,1,Pressured Selling
25% OFF SELECTED JACKETS Limited Time,Urgency,1,Limited-time Messages
4 days 05:46:20,Urgency,1,Countdown Timers
Wait! YOUR CART QUALIFIES FOR 15% OFF YOUR ENTIRE ORDER. Offer Expires in: 2955,Urgency,1,Countdown Timers
Not sold separately,Not Dark Pattern,0,None
Body Washes,Not Dark Pattern,0,None
"estiven in Deer Park, United States purchased PreWash™ 4 oz",Social Proof,1,Activity Notifications
"Nah, I'll pay full price",Misdirection,1,Confirmshaming
Baby Size Guide,Not Dark Pattern,0,None
 CAMILLA World ,Not Dark Pattern,0,None
Get 20% off Sample Doors! ×Offer Ends In 58 : 29 Use Promo Code sample20off,Urgency,1,Countdown Timers
Trending Players,Not Dark Pattern,0,None
No thanks. I don't like free things...,Misdirection,1,Confirmshaming
"No, I don't feel lucky",Misdirection,1,Confirmshaming
"3,081 people have viewed this item",Social Proof,1,Activity Notifications
"""Your purchase entitles you to the following special""",Misdirection,1,Pressured Selling
 Home / Black Tapered Belted Cigarette Trousers - Myasia ,Not Dark Pattern,0,None
LIMITED TIME OFFER!,Urgency,1,Limited-time Messages
"Hurry, only 5 left",Scarcity,1,Low-stock Messages
LIMITED TIME ONLY: FREE SHIPPING TO SELECT COUNTRIES ON ORDERS OVER $100!,Urgency,1,Limited-time Messages
Other Items On Special Offer:,Misdirection,1,Pressured Selling
Lasers ,Not Dark Pattern,0,None
 By Doug,Not Dark Pattern,0,None
Hurry! Only 1 Pair left!,Scarcity,1,Low-stock Messages
DEAL ENDS IN 40:55:13,Urgency,1,Countdown Timers
"Before you check out, can we tempt you?",Misdirection,1,Pressured Selling
Sweep Train Simple A Line Tulle Wedding Dress with Appliques and Beading,Not Dark Pattern,0,None
 Add to Wish List Add to Compare ,Not Dark Pattern,0,None
"No Thanks, I Don't Like Exclusive Offers.",Misdirection,1,Confirmshaming
Free Shipping,Not Dark Pattern,0,None
00DAYS00HOURS47MINUTES36SECONDS SALE ENDS ONCE COUNTER HITS ZERO,Urgency,1,Countdown Timers
00 Days 02 Hrs 26 Mins 12 Sec Sale Ends Once The Timer Hits Zero.,Urgency,1,Countdown Timers
I have green eyes and with these bright green contacts makes my eyes look out of this world amazing. I love them and they have lasted months!!,Not Dark Pattern,0,None
Someone in Spain purchased,Social Proof,1,Activity Notifications
