Type,predicate,String,norm_text,cluster_id,canonical_example,canonical_norm
Misdirection,Pressured Selling,Congratulations! You qualify to receive Rechargeable 10-Function Bullet Vibe for FREE!,congratulations you qualify to receive rechargeable <num> -function bullet vibe for free,385,Congratulations! You qualify to receive Rechargeable 10-Function Bullet Vibe for FREE!,congratulations you qualify to receive rechargeable <num> -function bullet vibe for free
Social Proof,Activity Notifications,93 PEOPLE HAVE BOUGHT THIS PRODUCT TODAY,<num> person have bought this product today,119,93 PEOPLE HAVE BOUGHT THIS PRODUCT TODAY,<num> person have bought this product today
Misdirection,Confirmshaming,"No thanks, I despise coupons!",no thanks i despise coupons,336,"No thanks, I despise coupons!",no thanks i despise coupons
Misdirection,Confirmshaming,"No thanks, I don't like discounts",no thanks i don t like discounts,274,"No thanks, I don't like discounts",no thanks i don t like discounts
Social Proof,Activity Notifications,DON'T LET 'EM GET AWAY Several people have recently viewed this item.,don t let em get away several person have recent view this item,88,DON'T LET 'EM GET AWAY Several people have recently viewed this item.,don t let em get away several person have recent view this item
Social Proof,Activity Notifications,1 people are viewing this currently,<num> person are view this currently,120,1 people are viewing this currently,<num> person are view this currently
Social Proof,Activity Notifications,Collin P. from Grandview Missouri just bought BURGUNDY TWO BUTTON SUIT ABOUT 5 SECONDS AGO,collin p from grandview missouri just bought burgundy two button suit about <num> seconds ago,170,Collin P. from Grandview Missouri just bought BURGUNDY TWO BUTTON SUIT ABOUT 5 SECONDS AGO,collin p from grandview missouri just bought burgundy two button suit about <num> seconds ago
Social Proof,Activity Notifications,2049 sold in the last 7 days,<num> sold in the last <num> days,161,2049 sold in the last 7 days,<num> sold in the last <num> days
Misdirection,Trick Questions,You’re almost done! Click ‘Next’ to get started.,you re almost done click next to get started,404,You’re almost done! Click ‘Next’ to get started.,you re almost done click next to get started
Misdirection,Pressured Selling,Almost there—confirm details to receive exclusive access.,almost there confirm details to receive exclusive access,350,Almost there—confirm details to receive exclusive access.,almost there confirm details to receive exclusive access
Misdirection,Confirmshaming,"No thanks, I'll just pay full price.",no thanks i ll just pay full price,308,"No thanks, I'll just pay full price.",no thanks i ll just pay full price
Social Proof,Activity Notifications,4 people are looking at this right now.,<num> person are looking at this now,7,52 people are looking at this right now.,<num> person are looking at this now
Misdirection,Pressured Selling,Your free gift is ready—press 'Continue' to proceed.,your free gift is ready press continue to proceed,351,Your free gift is ready—press 'Continue' to proceed.,your free gift is ready press continue to proceed
Social Proof,Activity Notifications,Someone in Egypt bought,someone in egypt bought,185,Someone in Egypt bought,someone in egypt bought
Misdirection,Confirmshaming,"NO THANKS, I DON’T MIND MISSING OUT",no thanks i don t mind missing out,311,"NO THANKS, I DON’T MIND MISSING OUT",no thanks i don t mind missing out
Social Proof,Activity Notifications,Trending now! Added to basket 38 times today,trending now added to basket <num> times today,11,Trending now! Added to basket 38 times today,trending now added to basket <num> times today
Misdirection,Confirmshaming,"No thanks, I'm not interested in saving money.",no thanks i m not interested in saving money,292,"No thanks, I'm not interested in saving money.",no thanks i m not interested in saving money
Misdirection,Pressured Selling,Almost there—confirm details to receive exclusive access.,almost there confirm details to receive exclusive access,350,Almost there—confirm details to receive exclusive access.,almost there confirm details to receive exclusive access
Misdirection,Confirmshaming,"No Thanks, I'd rather pay full price",no thanks i d rather pay full price,261,"No thanks, I'd rather pay full price.",no thanks i d rather pay full price
Misdirection,Pressured Selling,Don't forget the essentials Get up to 2 years of accidental damage coverage with AppleCare+.,don t forget the essentials get up to <num> years of accidental damage coverage with applecare,391,Don't forget the essentials Get up to 2 years of accidental damage coverage with AppleCare+.,don t forget the essentials get up to <num> years of accidental damage coverage with applecare
Misdirection,Confirmshaming,No thanks I definitely measured correctly,no thanks i definitely measured correctly,337,No thanks I definitely measured correctly,no thanks i definitely measured correctly
Social Proof,Activity Notifications,"25,439 people have viewed this item",<num> person have view this item,2,161 people have viewed this item,<num> person have view this item
Misdirection,Confirmshaming,"No thanks, I don't like saving money",no thanks i don t like saving money,265,"No Thanks, I Don't Like Saving Money.",no thanks i don t like saving money
Social Proof,Activity Notifications,3 PEOPLE VIEWING,<num> person viewing,164,3 PEOPLE VIEWING,<num> person viewing
Social Proof,Activity Notifications,James from Colonia purchased a,james from colonia purchase a,43,James from Colonia purchased a,james from colonia purchase a
Misdirection,Trick Questions,Your discount is applied.*  *Additional processing fee may appear at checkout.,your discount is applied additional processing fee may appear at checkout,408,Your discount is applied.*  *Additional processing fee may appear at checkout.,your discount is applied additional processing fee may appear at checkout
Misdirection,Trick Questions,LOGIN/REGISTER,login register,419,LOGIN/REGISTER,login register
Social Proof,Activity Notifications,5 people are looking at this product right now,<num> person are looking at this product right now,142,5 people are looking at this product right now,<num> person are looking at this product right now
Social Proof,Activity Notifications,45 ADDED TO BAG IN THE PAST 24 HOURS,<num> added to bag in the past <num> hours,134,45 ADDED TO BAG IN THE PAST 24 HOURS,<num> added to bag in the past <num> hours
Social Proof,Activity Notifications,"IBKUL Solid Mock Neck Half Zip Pullover purchased from Clinton, MD, US 1 minute ago",ibkul solid mock neck half zip pullover purchase from clinton md us <num> minute ago,40,"IBKUL Solid Mock Neck Half Zip Pullover purchased from Clinton, MD, US 1 minute ago",ibkul solid mock neck half zip pullover purchase from clinton md us <num> minute ago
Social Proof,Activity Notifications,This is in 5 other carts.,this is in <num> other carts,75,This is in 5 other carts.,this is in <num> other carts
Misdirection,Pressured Selling,Processing will be faster with Express Checkout (selected).,processing will be faster with express checkout selected,346,Processing will be faster with Express Checkout (selected).,processing will be faster with express checkout selected
Social Proof,Activity Notifications,"Jeremy in Stockton, United States purchased a",jeremy in stockton united states purchase a,46,"Jeremy in Stockton, United States purchased a",jeremy in stockton united states purchase a
Misdirection,Confirmshaming,"NO THANKS, I DON’T WANT 15% OFF",no thanks i don t want <num> off,269,"NO THANKS, I DON’T WANT 15% OFF",no thanks i don t want <num> off
Social Proof,Activity Notifications,9 sold in last 4 hours,<num> sold in last <num> hours,1,156 sold in last 24 hours,<num> sold in last <num> hours
Social Proof,Activity Notifications,"Sandeep in Hawthorne, California bought Sadie Ponte Pants - Black Just Now",sandeep in hawthorne california bought sadie ponte pants - black just now,90,"Sandeep in Hawthorne, California bought Sadie Ponte Pants - Black Just Now",sandeep in hawthorne california bought sadie ponte pants - black just now
Misdirection,Confirmshaming,"No thanks, I'd rather pay more",no thanks i d rather pay more,267,"No thanks, I’d rather pay more",no thanks i d rather pay more
Misdirection,Confirmshaming,I do not want to protect my item,i do not want to protect my item,322,I do not want to protect my item,i do not want to protect my item
Misdirection,Confirmshaming,"NO THANKS, I'll PAY FULL PRICE",no thanks i ll pay full price,264,"No thanks, I'll pay full price!",no thanks i ll pay full price
Social Proof,Activity Notifications,"Joe M from , Bought a Cartoon Caterpillar Rigged 3D Model Recently",joe m from bought a cartoon caterpillar rigged <num> d model recently,49,"Joe M from , Bought a Cartoon Caterpillar Rigged 3D Model Recently",joe m from bought a cartoon caterpillar rigged <num> d model recently
Misdirection,Confirmshaming,"No Thanks, I like paying full price.",no thanks i like paying full price,268,"No thanks, I like paying full price",no thanks i like paying full price
Misdirection,Confirmshaming,"No thanks, I don't want to build one.. I'd rather kick rocks!",no thanks i don t want to build one i d rather kick rocks,282,"No thanks, I don't want to build one.. I'd rather kick rocks!",no thanks i don t want to build one i d rather kick rocks
Misdirection,Confirmshaming,"No thanks, I will pay full price.",no thanks i will pay full price,328,"No thanks, I will pay full price.",no thanks i will pay full price
Social Proof,Activity Notifications,228 People Have Viewed This Product Recently!,<num> person have view this product recent,125,228 People Have Viewed This Product Recently!,<num> person have view this product recent
Misdirection,Confirmshaming,"No, I don't feel lucky",no i don t feel lucky,260,"No, I don't feel lucky",no i don t feel lucky
Social Proof,Activity Notifications,Popular item! 🔥 27 people recently purchased this.,popular item <num> person recent purchase this,20,Popular item! 🔥 27 people recently purchased this.,popular item <num> person recent purchase this
Social Proof,Activity Notifications,7 customers have this in their basket,<num> customers have this in their basket,9,6 customers have this in their basket,<num> customers have this in their basket
Social Proof,Activity Notifications,2 people are viewing this,<num> person are view this,3,9 people are viewing this.,<num> person are view this
Social Proof,Activity Notifications,61 people have already bought that product today with 50% discount,<num> person have already bought that product today with <num> discount,118,61 people have already bought that product today with 50% discount,<num> person have already bought that product today with <num> discount
Social Proof,Activity Notifications,Favored By: 400 people!,favored by <num> person,202,Favored By: 400 people!,favored by <num> person
Misdirection,Confirmshaming,"No thanks, I'll be the last to know.",no thanks i ll be the last to know,301,"No thanks, I'll be the last to know.",no thanks i ll be the last to know
Social Proof,Activity Notifications,Last purchase was 18 minutes ago by someone from Dublin,last purchase was <num> minutes ago by someone from dublin,35,Last purchase was 18 minutes ago by someone from Dublin,last purchase was <num> minutes ago by someone from dublin
Social Proof,Activity Notifications,80 Customers are considering this product right now.,<num> customers are considering this product now,137,80 Customers are considering this product right now.,<num> customers are considering this product now
Misdirection,Confirmshaming,"NO, I'LL PAY FULL PRICE",no i ll pay full price,278,"NO, I'LL PAY FULL PRICE",no i ll pay full price
Social Proof,Activity Notifications,"1,142 people have added to cart recently",<num> person have added to cart recently,117,"1,142 people have added to cart recently",<num> person have added to cart recently
Social Proof,Activity Notifications,77 PEOPLE LIKE THIS,<num> person like this,131,77 PEOPLE LIKE THIS,<num> person like this
Social Proof,Activity Notifications,"Trey in Sparta, United States purchased Stealth Angel Ultra Lightweight & Portable Sleeping Bag about 45 minutes ago",trey in sparta united states purchase stealth angel ultra lightweight portable sleeping bag about <num> minutes ago,79,"Trey in Sparta, United States purchased Stealth Angel Ultra Lightweight & Portable Sleeping Bag about 45 minutes ago",trey in sparta united states purchase stealth angel ultra lightweight portable sleeping bag about <num> minutes ago
Misdirection,Pressured Selling,Customers also bought,customers also bought,400,Customers also bought,customers also bought
Social Proof,Activity Notifications,39 people have this in their cart,<num> person have this in their cart,123,39 people have this in their cart,<num> person have this in their cart
Misdirection,Confirmshaming,"No, I don't feel lucky",no i don t feel lucky,260,"No, I don't feel lucky",no i don t feel lucky
Social Proof,Activity Notifications,Selling fast! Add to bag 7 times in the last 48 hours.,selling fast add to bag <num> times in the last <num> hours,252,Selling fast! Add to bag 7 times in the last 48 hours.,selling fast add to bag <num> times in the last <num> hours
Misdirection,Confirmshaming,I'LL PAY FULL PRICE,i ll pay full price,264,"No thanks, I'll pay full price!",no thanks i ll pay full price
Social Proof,Activity Notifications,DON'T LET 'EM GET AWAY Several people have recently viewed this item.,don t let em get away several person have recent view this item,88,DON'T LET 'EM GET AWAY Several people have recently viewed this item.,don t let em get away several person have recent view this item
Misdirection,Pressured Selling,Your free gift is ready—press 'Continue' to proceed.,your free gift is ready press continue to proceed,351,Your free gift is ready—press 'Continue' to proceed.,your free gift is ready press continue to proceed
Social Proof,Activity Notifications,12 customers viewed this product today!,<num> customers view this product today,143,12 customers viewed this product today!,<num> customers view this product today
Social Proof,Activity Notifications,227 Bought Already,<num> bought already,135,227 Bought Already,<num> bought already
Social Proof,Activity Notifications,7 sold in last 24 hours,<num> sold in last <num> hours,1,156 sold in last 24 hours,<num> sold in last <num> hours
Misdirection,Confirmshaming,"No Thanks, I prefer not to have a protection plan",no thanks i prefer not to have a protection plan,297,"No Thanks, I prefer not to have a protection plan",no thanks i prefer not to have a protection plan
Social Proof,Activity Notifications,210+ bought,<num> bought,5,143 BOUGHT,<num> bought
Social Proof,Activity Notifications,39 recently purchased it,<num> recent purchase it,16,12 recently purchased it.,<num> recent purchase it
Misdirection,Confirmshaming,No I don't feel lucky,no i don t feel lucky,260,"No, I don't feel lucky",no i don t feel lucky
Social Proof,Activity Notifications,"Someone in Cedarhurst, United States purchased a Sproet and Sprout Shell/Violet Stripe Bloomers",someone in cedarhurst united states purchase a sproet and sprout shell violet stripe bloomers,85,"Someone in Cedarhurst, United States purchased a Sproet and Sprout Shell/Violet Stripe Bloomers",someone in cedarhurst united states purchase a sproet and sprout shell violet stripe bloomers
Misdirection,Confirmshaming,I'LL PAY FULL PRICE,i ll pay full price,264,"No thanks, I'll pay full price!",no thanks i ll pay full price
Misdirection,Confirmshaming,I'LL PAY FULL PRICE,i ll pay full price,264,"No thanks, I'll pay full price!",no thanks i ll pay full price
Misdirection,Confirmshaming,No I don't feel lucky,no i don t feel lucky,260,"No, I don't feel lucky",no i don t feel lucky
Social Proof,Activity Notifications,"Someone from Cape Town, Western Cape, South Africa just started buying Packable Travel Duffel Bag! 5 minutes ago",someone from cape town western cape south africa just started buy packable travel duffel bag <num> minutes ago,94,"Someone from Cape Town, Western Cape, South Africa just started buying Packable Travel Duffel Bag! 5 minutes ago",someone from cape town western cape south africa just started buy packable travel duffel bag <num> minutes ago
Social Proof,Activity Notifications,"Abbie in Calwell, Australia purchased Shark Bite Socks about 1 hour ago",abbie in calwell australia purchase shark bite socks about <num> hour ago,155,"Abbie in Calwell, Australia purchased Shark Bite Socks about 1 hour ago",abbie in calwell australia purchase shark bite socks about <num> hour ago
Social Proof,Activity Notifications,Sharmeen Atif From Karachi just bought Stylish Metal Glasses Frames For Kids-Assorted-NA7157,sharmeen atif from karachi just bought stylish metal glasses frames for kids-assorted-na <num>,251,Sharmeen Atif From Karachi just bought Stylish Metal Glasses Frames For Kids-Assorted-NA7157,sharmeen atif from karachi just bought stylish metal glasses frames for kids-assorted-na <num>
Social Proof,Activity Notifications,3 people are looking at this product,<num> person are looking at this product,187,3 people are looking at this product,<num> person are looking at this product
Social Proof,Activity Notifications,38 people are viewing this,<num> person are view this,3,9 people are viewing this.,<num> person are view this
Misdirection,Confirmshaming,"No Thanks, I Don't Want a Free Gift",no thanks i don t want a free gift,273,"No thanks, I don't want a free gift.",no thanks i don t want a free gift
Misdirection,Confirmshaming,"No thanks, I don't like exclusive offers",no thanks i don t like exclusive offers,272,"No Thanks, I Don't Like Exclusive Offers.",no thanks i don t like exclusive offers
Social Proof,Activity Notifications,65% of our customers added Surefit protection this year.,<num> of our customers added surefit protection this year,205,65% of our customers added Surefit protection this year.,<num> of our customers added surefit protection this year
Social Proof,Activity Notifications,"Another babe in Alexandria, United States just ordered Flat Tummy Tea",another babe in alexandria united states just ordered flat tummy tea,167,"Another babe in Alexandria, United States just ordered Flat Tummy Tea",another babe in alexandria united states just ordered flat tummy tea
Misdirection,Trick Questions,Almost there—confirm details to receive bonus points.,almost there confirm details to receive bonus points,406,Almost there—confirm details to receive bonus points.,almost there confirm details to receive bonus points
Misdirection,Confirmshaming,"No Thanks, I Don't Want a Discount",no thanks i don t want a discount,271,"No Thanks, I Don't Want a Discount",no thanks i don t want a discount
Social Proof,Activity Notifications,"Annie in Cheras, Malaysia just bought: An Abundance of Flowers - Van-Go Paint-By-Number Kit",annie in cheras malaysia just bought an abundance of flowers - van-go paint-by-number kit,181,"Annie in Cheras, Malaysia just bought: An Abundance of Flowers - Van-Go Paint-By-Number Kit",annie in cheras malaysia just bought an abundance of flowers - van-go paint-by-number kit
Social Proof,Activity Notifications,"Someone in Petaling Jaya, Malaysia just bought SNEAKERGUARD Midsole Paint Marker - BOOST White",someone in petaling jaya malaysia just bought sneakerguard midsole paint marker - boost white,62,"Someone in Petaling Jaya, Malaysia just bought SNEAKERGUARD Midsole Paint Marker - BOOST White",someone in petaling jaya malaysia just bought sneakerguard midsole paint marker - boost white
Social Proof,Activity Notifications,57 PEOPLE HAVE LOOKED AT THIS TODAY,<num> person have looked at this today,122,57 PEOPLE HAVE LOOKED AT THIS TODAY,<num> person have looked at this today
Misdirection,Confirmshaming,I'D RATHER PAY FULL PRICE,i d rather pay full price,261,"No thanks, I'd rather pay full price.",no thanks i d rather pay full price
Social Proof,Activity Notifications,"Someone from Huntingtown, Maryland, United States purchased TopCoat® F11® Polish & Sealer - Web Special Kits Just Now",someone from huntingtown maryland united states purchase topcoat f <num> polish sealer - web special kits just now,95,"Someone from Huntingtown, Maryland, United States purchased TopCoat® F11® Polish & Sealer - Web Special Kits Just Now",someone from huntingtown maryland united states purchase topcoat f <num> polish sealer - web special kits just now
Social Proof,Activity Notifications,"Someone in Vancouver, Washington purchased a Orthofeet Men's Orthotic Insoles about 38 minutes",someone in vancouver washington purchase a orthofeet men s orthotic insoles about <num> minutes,69,"Someone in Vancouver, Washington purchased a Orthofeet Men's Orthotic Insoles about 38 minutes",someone in vancouver washington purchase a orthofeet men s orthotic insoles about <num> minutes
Misdirection,Confirmshaming,"NO, I DON'T FEEL LUCKY",no i don t feel lucky,260,"No, I don't feel lucky",no i don t feel lucky
Social Proof,Activity Notifications,Someone bought: HYPE BLUE LARGE SPLAT KIDS LEGGINGS,someone bought hype blue large splat kids leggings,92,Someone bought: HYPE BLUE LARGE SPLAT KIDS LEGGINGS,someone bought hype blue large splat kids leggings
Social Proof,Activity Notifications,24 sold in last 24 hours.,<num> sold in last <num> hours,1,156 sold in last 24 hours,<num> sold in last <num> hours
Misdirection,Pressured Selling,Professional Color Tool Kit / Addons,professional color tool kit addons,354,Professional Color Tool Kit / Addons,professional color tool kit addons
Misdirection,Pressured Selling,GlassGuard Warranty Do not fear breaking your glass! Add our GlassGuard warranty policy for just $3.85 and we'll insure this purchase.,glassguard warranty do not fear breaking your glass add our glassguard warranty policy for just <num> and we ll insure this purchase,396,GlassGuard Warranty Do not fear breaking your glass! Add our GlassGuard warranty policy for just $3.85 and we'll insure this purchase.,glassguard warranty do not fear breaking your glass add our glassguard warranty policy for just <num> and we ll insure this purchase
Misdirection,Pressured Selling,Processing will be faster with Express Checkout (selected).,processing will be faster with express checkout selected,346,Processing will be faster with Express Checkout (selected).,processing will be faster with express checkout selected
Misdirection,Pressured Selling,Let's make sure you have everything else you need,let s make sure you have everything else you need,399,Let's make sure you have everything else you need,let s make sure you have everything else you need
Social Proof,Activity Notifications,"Shopper from Saint John, NB viewed Lenovo ThinkCentre M710t 10M9000RUS Desktop Computer 3 minutes ago!",shopper from saint john nb view lenovo thinkcentre m <num> t <num> m <num> rus desktop computer <num> minutes ago,250,"Shopper from Saint John, NB viewed Lenovo ThinkCentre M710t 10M9000RUS Desktop Computer 3 minutes ago!",shopper from saint john nb view lenovo thinkcentre m <num> t <num> m <num> rus desktop computer <num> minutes ago
Social Proof,Activity Notifications,Someone in Pittsworth bought a Ultimate COLT Anal Training Kit 2 hours ago,someone in pittsworth bought a ultimate colt anal training kit <num> hours ago,188,Someone in Pittsworth bought a Ultimate COLT Anal Training Kit 2 hours ago,someone in pittsworth bought a ultimate colt anal training kit <num> hours ago
Social Proof,Activity Notifications,19 people have viewed this item,<num> person have view this item,2,161 people have viewed this item,<num> person have view this item
Misdirection,Confirmshaming,"No thanks, I don't want the free gift.",no thanks i don t want the free gift,289,"No thanks, I don't want the free gift.",no thanks i don t want the free gift
Social Proof,Activity Notifications,"Israël in Metz, France purchased a More ADVANCED Chord Substitutions",israël in metz france purchase a more advanced chord substitutions,177,"Israël in Metz, France purchased a More ADVANCED Chord Substitutions",israël in metz france purchase a more advanced chord substitutions
Social Proof,Activity Notifications,"Someone in Kilwinning, United Kingdom just bought Cuban Link Chain Bracelet",someone in kilwinning united kingdom just bought cuban link chain bracelet,60,"Someone in Kilwinning, United Kingdom just bought Cuban Link Chain Bracelet",someone in kilwinning united kingdom just bought cuban link chain bracelet
Social Proof,Activity Notifications,"Someone in San diego, United States just bought Gemfield Watch 15 days ago",someone in san diego united states just bought gemfield watch <num> days ago,65,"Someone in San diego, United States just bought Gemfield Watch 15 days ago",someone in san diego united states just bought gemfield watch <num> days ago
Social Proof,Activity Notifications,436 users are currently active on our website Just now,<num> users are currently active on our website just now,8,40 users are currently active on our website just now.,<num> users are currently active on our website just now
Misdirection,Confirmshaming,I do not want to protect my item,i do not want to protect my item,322,I do not want to protect my item,i do not want to protect my item
Social Proof,Activity Notifications,8 people are looking at this artwork,<num> person are looking at this artwork,150,8 people are looking at this artwork,<num> person are looking at this artwork
Social Proof,Activity Notifications,MOST POPULAR,most popular,26,MOST POPULAR,most popular
Misdirection,Pressured Selling,Best value pre-selected for you (change anytime).,best value pre-selected for you change anytime,347,Best value pre-selected for you (change anytime).,best value pre-selected for you change anytime
Social Proof,Activity Notifications,16 recently purchased it.,<num> recent purchase it,16,12 recently purchased it.,<num> recent purchase it
Misdirection,Pressured Selling,Congratulations! You qualify to receive Rechargeable 10-Function Bullet Vibe for FREE!,congratulations you qualify to receive rechargeable <num> -function bullet vibe for free,385,Congratulations! You qualify to receive Rechargeable 10-Function Bullet Vibe for FREE!,congratulations you qualify to receive rechargeable <num> -function bullet vibe for free
Misdirection,Pressured Selling,Protect Your Gear,protect your gear,353,Protect Your Gear,protect your gear
Social Proof,Activity Notifications,"Ashley in Auburn, United States purchased a Check Plz iPhone X/Xs Case about 24 minutes ago",ashley in auburn united states purchase a check plz iphone x xs case about <num> minutes ago,156,"Ashley in Auburn, United States purchased a Check Plz iPhone X/Xs Case about 24 minutes ago",ashley in auburn united states purchase a check plz iphone x xs case about <num> minutes ago
Misdirection,Confirmshaming,"No thanks, I don't like free stuff",no thanks i don t like free stuff,263,"No thanks, I don't like FREE stuff.",no thanks i don t like free stuff
Social Proof,Activity Notifications,24 sold in last 24 hours.,<num> sold in last <num> hours,1,156 sold in last 24 hours,<num> sold in last <num> hours
Misdirection,Pressured Selling,TWO FREE PILLOWS AND 30% OFF WITH PROMO CODE,two free pillows and <num> off with promo code,366,TWO FREE PILLOWS AND 30% OFF WITH PROMO CODE,two free pillows and <num> off with promo code
Social Proof,Activity Notifications,Limited Edition Honeycomb Necklace (Bee Inspired) Someone purchased a Limited Edition Honeycomb Necklace (Bee Inspired),limited edition honeycomb necklace bee inspired someone purchase a limited edition honeycomb necklace bee inspired,222,Limited Edition Honeycomb Necklace (Bee Inspired) Someone purchased a Limited Edition Honeycomb Necklace (Bee Inspired),limited edition honeycomb necklace bee inspired someone purchase a limited edition honeycomb necklace bee inspired
Misdirection,Pressured Selling,Necessary Protection..,necessary protection,387,Necessary Protection..,necessary protection
Misdirection,Pressured Selling,Best value pre-selected for you (change anytime).,best value pre-selected for you change anytime,347,Best value pre-selected for you (change anytime).,best value pre-selected for you change anytime
Social Proof,Activity Notifications,THIS PRODUCT HAS BEEN VIEWED 480 TIMES IN THE LAST 48 HOURS,this product has been view <num> times in the last <num> hours,76,THIS PRODUCT HAS BEEN VIEWED 480 TIMES IN THE LAST 48 HOURS,this product has been view <num> times in the last <num> hours
Social Proof,Activity Notifications,8 customers have bought today,<num> customers have bought today,139,8 customers have bought today,<num> customers have bought today
Misdirection,Trick Questions,Compare at,compare at,407,Compare at,compare at
Misdirection,Confirmshaming,"No thanks, I don't like winning",no thanks i don t like winning,276,"No thanks, I don't like winning",no thanks i don t like winning
Misdirection,Pressured Selling,Add and save!,add and save,378,Add and save!,add and save
Social Proof,Activity Notifications,Someone in Mount Louisa bought a Coleman Folding Table & Bench Set 2 minutes ago,someone in mount louisa bought a coleman folding table bench set <num> minutes ago,178,Someone in Mount Louisa bought a Coleman Folding Table & Bench Set 2 minutes ago,someone in mount louisa bought a coleman folding table bench set <num> minutes ago
Misdirection,Confirmshaming,No thanks I definitely measured correctly,no thanks i definitely measured correctly,337,No thanks I definitely measured correctly,no thanks i definitely measured correctly
Social Proof,Activity Notifications,"Someone in Sasebo, Japan just bought",someone in sasebo japan just bought,209,"Someone in Sasebo, Japan just bought",someone in sasebo japan just bought
Social Proof,Activity Notifications,2 people are looking at this listing now,<num> person are looking at this listing now,133,2 people are looking at this listing now,<num> person are looking at this listing now
Misdirection,Trick Questions,Lenscap: Damage Only,lenscap damage only,420,Lenscap: Damage Only,lenscap damage only
Social Proof,Activity Notifications,"Denise in Saluda, Virginia bought Terani Couture - 1911E9095 Embroidered Asymmetric Neck Mermaid Gown",denise in saluda virginia bought terani couture - <num> e <num> embroidered asymmetric neck mermaid gown,109,"Denise in Saluda, Virginia bought Terani Couture - 1911E9095 Embroidered Asymmetric Neck Mermaid Gown",denise in saluda virginia bought terani couture - <num> e <num> embroidered asymmetric neck mermaid gown
Social Proof,Activity Notifications,Leslie in USA just Purchased Special Design Exclusive Handmade Silver Ring,leslie in usa just purchase special design exclusive handmade silver ring,221,Leslie in USA just Purchased Special Design Exclusive Handmade Silver Ring,leslie in usa just purchase special design exclusive handmade silver ring
Social Proof,Activity Notifications,2+ people just viewed this product,<num> person just view this product,129,2+ people just viewed this product,<num> person just view this product
Social Proof,Activity Notifications,Other people want this. 10 people have this in their cart right now.,other person want this <num> person have this in their cart now,32,Other people want this. 10 people have this in their cart right now.,other person want this <num> person have this in their cart now
Social Proof,Activity Notifications,31 people seeing this product right now,<num> person seeing this product right now,17,1626 people seeing this product right now,<num> person seeing this product right now
Misdirection,Confirmshaming,"No Thanks, I prefer paying full price.",no thanks i prefer paying full price,262,"No Thanks, I Prefer Paying Full Price",no thanks i prefer paying full price
Social Proof,Activity Notifications,436 users are currently active on our website Just now,<num> users are currently active on our website just now,8,40 users are currently active on our website just now.,<num> users are currently active on our website just now
Social Proof,Activity Notifications,77 PEOPLE LIKE THIS,<num> person like this,131,77 PEOPLE LIKE THIS,<num> person like this
Social Proof,Activity Notifications,This is in 5 other carts.,this is in <num> other carts,75,This is in 5 other carts.,this is in <num> other carts
Social Proof,Activity Notifications,52 people have added this product to bag in the last 72 hours,<num> person have added this product to bag in the last <num> hours,241,52 people have added this product to bag in the last 72 hours,<num> person have added this product to bag in the last <num> hours
Misdirection,Confirmshaming,"No Thanks, I don't like exclusive deals.",no thanks i don t like exclusive deals,343,"No Thanks, I don't like exclusive deals.",no thanks i don t like exclusive deals
Social Proof,Activity Notifications,660 people have viewed today,<num> person have view today,216,660 people have viewed today,<num> person have view today
Misdirection,Confirmshaming,"No thanks, I've got too much cool Glock stuff!",no thanks i ve got too much cool glock stuff,287,"No thanks, I've got too much cool Glock stuff!",no thanks i ve got too much cool glock stuff
Misdirection,Confirmshaming,No thanks. I don’t want deals.,no thanks i don t want deals,279,No thanks. I don’t want deals.,no thanks i don t want deals
Misdirection,Confirmshaming,"No thanks, I don't like exclusive offers",no thanks i don t like exclusive offers,272,"No Thanks, I Don't Like Exclusive Offers.",no thanks i don t like exclusive offers
Misdirection,Confirmshaming,"No thanks, I don't want to look my best",no thanks i don t want to look my best,283,"No thanks, I don't want to look my best",no thanks i don t want to look my best
Misdirection,Confirmshaming,"No Thanks, I Prefer Paying Full Price",no thanks i prefer paying full price,262,"No Thanks, I Prefer Paying Full Price",no thanks i prefer paying full price
Social Proof,Activity Notifications,"Sandeep in Hawthorne, California bought Sadie Ponte Pants - Black Just Now",sandeep in hawthorne california bought sadie ponte pants - black just now,90,"Sandeep in Hawthorne, California bought Sadie Ponte Pants - Black Just Now",sandeep in hawthorne california bought sadie ponte pants - black just now
Social Proof,Activity Notifications,Purchased 6 times this week.,purchased <num> times this week,223,Purchased 6 times this week.,purchased <num> times this week
Social Proof,Activity Notifications,137 users are currently active on our website,<num> users are currently active on our website,8,40 users are currently active on our website just now.,<num> users are currently active on our website just now
Social Proof,Activity Notifications,64 users bought this product Touch: The Set - Touch XL & TouchUp Makeup Mirror Bundle,<num> users bought this product touch the set - touch xl touchup makeup mirror bundle,160,64 users bought this product Touch: The Set - Touch XL & TouchUp Makeup Mirror Bundle,<num> users bought this product touch the set - touch xl touchup makeup mirror bundle
Misdirection,Confirmshaming,"No, I don't want great deals.",no i don t want great deals,314,"No, I don't want great deals.",no i don t want great deals
Misdirection,Trick Questions,Want Free Shipping?,want free shipping,415,Want Free Shipping?,want free shipping
