Type,predicate,String,norm_text,cluster_id,canonical_example,canonical_norm
Misdirection,Pressured Selling,Your discount is applied Additional transaction fee may appear at checkout,your discount is applied additional transaction fee may appear at checkout,439,Your discount is applied Additional transaction fee may appear at checkout,your discount is applied additional transaction fee may appear at checkout
Social Proof,Activity Notifications,33 sold in last 12 hours.,<num> sold in last <num> hours,0,9 sold in last 4 hours,<num> sold in last <num> hours
Misdirection,Confirmshaming,I'd rather not save,i d rather not save,365,I'd rather not save,i d rather not save
Misdirection,Confirmshaming,"NO THANKS, I DON'T WANT TO SAVE",no thanks i don t want to save,304,"NO THANKS, I DON'T WANT TO SAVE",no thanks i don t want to save
Misdirection,Confirmshaming,"No thanks, I hate saving money",no thanks i hate saving money,351,"No thanks, I hate saving money",no thanks i hate saving money
Social Proof,Activity Notifications,People like you are buying this do not miss out,people like you are buy this do not miss out,87,People like you are buying this do not miss out,people like you are buy this do not miss out
Misdirection,Pressured Selling,Smart picks enabled some options are selected for you,smart picks enabled some options are selected for you,406,Smart picks enabled some options are selected for you,smart picks enabled some options are selected for you
Misdirection,Pressured Selling,Subscribe & Save (15%): $ 16.99,subscribe save <num> <num>,392,Subscribe & Save (15%): $ 16.99,subscribe save <num> <num>
Misdirection,Trick Questions,"We'd like to keep you informed via email about product updates, upgrades, special offers and pricing. If you do not wish to be contacted via email, please ensure that the box is not checked.",we d like to keep you informed via email about product updates upgrades special offers and pricing if you do not wish to be contacted via email please ensure that the box is not checked,572,"We'd like to keep you informed via email about product updates, upgrades, special offers and pricing. If you do not wish to be contacted via email, please ensure that the box is not checked.",we d like to keep you informed via email about product updates upgrades special offers and pricing if you do not wish to be contacted via email please ensure that the box is not checked
Misdirection,Pressured Selling,Keep VIP access active by clicking Subscribe,keep vip access active by clicking subscribe,519,Keep VIP access active by clicking Subscribe,keep vip access active by clicking subscribe
Social Proof,Activity Notifications,2 people have looked at this in the last couple of hrs.,<num> person have looked at this in the last couple of hrs,171,2 people have looked at this in the last couple of hrs.,<num> person have looked at this in the last couple of hrs
Misdirection,Pressured Selling,Don't forget the essentials Get up to 2 years of accidental damage coverage with AppleCare+.,don t forget the essentials get up to <num> years of accidental damage coverage with applecare,528,Don't forget the essentials Get up to 2 years of accidental damage coverage with AppleCare+.,don t forget the essentials get up to <num> years of accidental damage coverage with applecare
Social Proof,Activity Notifications,"1,446 people have viewed this item",<num> person have view this item,2,161 people have viewed this item,<num> person have view this item
Misdirection,Pressured Selling,Professional Color Tool Kit / Addons,professional color tool kit addons,418,Professional Color Tool Kit / Addons,professional color tool kit addons
Misdirection,Trick Questions,No I do not want savings secondary option will remove benefits,no i do not want savings secondary option will remove benefits,629,No I do not want savings secondary option will remove benefits,no i do not want savings secondary option will remove benefits
Social Proof,Activity Notifications,Selected by 49 users in the last this weekend,selected by <num> users in the last this weekend,37,Selected by 49 users in the last this weekend,selected by <num> users in the last this weekend
Social Proof,Activity Notifications,"Mounif in Pittsburgh, United States purchased",mounif in pittsburgh united states purchased,82,"Mounif in Pittsburgh, United States purchased",mounif in pittsburgh united states purchased
Misdirection,Trick Questions,Select View offers to keep current Business,select view offers to keep current business,559,Select View offers to keep current Business,select view offers to keep current business
Misdirection,Trick Questions,Select View offers to keep current Basic,select view offers to keep current basic,570,Select View offers to keep current Basic,select view offers to keep current basic
Misdirection,Trick Questions,Continue to keep your free gift going back may remove it,continue to keep your free gift going back may remove it,625,Continue to keep your free gift going back may remove it,continue to keep your free gift going back may remove it
Social Proof,Activity Notifications,Purchased 6 times this week.,purchased <num> times this week,50,Purchased 6 times this week.,purchased <num> times this week
Social Proof,Activity Notifications,104 people viewed this product recently!,<num> person view this product recent,266,104 people viewed this product recently!,<num> person view this product recent
Misdirection,Confirmshaming,"No, thanks, I´d rather pay more",no thanks i d rather pay more,307,"No thanks, I'd rather pay more",no thanks i d rather pay more
Social Proof,Activity Notifications,Someone added 1pc 4ocean natural stone beads beaded bracelet men boho handmade to their cart RIGHT NOW,someone added <num> pc <num> ocean natural stone beads beaded bracelet men boho handmade to their cart right now,139,Someone added 1pc 4ocean natural stone beads beaded bracelet men boho handmade to their cart RIGHT NOW,someone added <num> pc <num> ocean natural stone beads beaded bracelet men boho handmade to their cart right now
Misdirection,Confirmshaming,"No, thanks. I'd prefer not to save.",no thanks i d prefer not to save,379,"No, thanks. I'd prefer not to save.",no thanks i d prefer not to save
Social Proof,Activity Notifications,"Armin Dinovic bought 10M Runescape 3 Gold Order total: 3,70€ About 10 seconds ago",armin dinovic bought <num> m runescape <num> gold order total <num> about <num> seconds ago,295,"Armin Dinovic bought 10M Runescape 3 Gold Order total: 3,70€ About 10 seconds ago",armin dinovic bought <num> m runescape <num> gold order total <num> about <num> seconds ago
Misdirection,Confirmshaming,"No, I don't feel lucky",no i don t feel lucky,306,"NO, I DON'T FEEL LUCKY",no i don t feel lucky
Social Proof,Activity Notifications,🔥 9 people are viewing this.,<num> person are view this,4,9 people are viewing this.,<num> person are view this
Misdirection,Confirmshaming,"No Thanks, I Prefer Paying Full Price",no thanks i prefer paying full price,300,"No Thanks, I Prefer Paying Full Price.",no thanks i prefer paying full price
Social Proof,Activity Notifications,22 people have looked at this part recently,<num> person have looked at this part recently,174,22 people have looked at this part recently,<num> person have looked at this part recently
Misdirection,Pressured Selling,Continue to confirm your Family plan you can downgrade later,continue to confirm your family plan you can downgrade later,482,Continue to confirm your Family plan you can downgrade later,continue to confirm your family plan you can downgrade later
Misdirection,Trick Questions,We will keep your preferences cookies required if you hit Join now,we will keep your preferences cookies required if you hit join now,590,We will keep your preferences cookies required if you hit Join now,we will keep your preferences cookies required if you hit join now
Social Proof,Activity Notifications,"Someone in Byron Bay, NSW just bought",someone in byron bay nsw just bought,144,"Someone in Byron Bay, NSW just bought",someone in byron bay nsw just bought
Social Proof,Activity Notifications,7 users have looked at this product in the past 6 minutes,<num> users have looked at this product in the past <num> minutes,276,7 users have looked at this product in the past 6 minutes,<num> users have looked at this product in the past <num> minutes
Misdirection,Pressured Selling,Yes! Upgrade my purchase,yes upgrade my purchase,461,Yes! Upgrade my purchase,yes upgrade my purchase
Misdirection,Trick Questions,Continue to keep your extra coupon going back may remove it,continue to keep your extra coupon going back may remove it,611,Continue to keep your extra coupon going back may remove it,continue to keep your extra coupon going back may remove it
Misdirection,Confirmshaming,"No Thanks, I Don't Want To Save",no thanks i don t want to save,304,"NO THANKS, I DON'T WANT TO SAVE",no thanks i don t want to save
Misdirection,Trick Questions,We will keep your preferences cookies required if you hit Buy now,we will keep your preferences cookies required if you hit buy now,594,We will keep your preferences cookies required if you hit Buy now,we will keep your preferences cookies required if you hit buy now
Misdirection,Confirmshaming,No thanks! I don't like deals,no thanks i don t like deals,312,"No thanks, I don't like deals.",no thanks i don t like deals
Misdirection,Confirmshaming,"No thanks, I'll pay full price!",no thanks i ll pay full price,302,"No Thanks, I'll Pay Full Price",no thanks i ll pay full price
Social Proof,Activity Notifications,IN 43 PEOPLE'S SHOPPING BAG,in <num> person s shopping bag,245,IN 43 PEOPLE'S SHOPPING BAG,in <num> person s shopping bag
Misdirection,Confirmshaming,"No Thanks, I'll let this offer sail away",no thanks i ll let this offer sail away,343,"No Thanks, I'll let this offer sail away",no thanks i ll let this offer sail away
Misdirection,Pressured Selling,People also buy this with,people also buy this with,413,People also buy this with,people also buy this with
Misdirection,Pressured Selling,Add gift wrap for the full experience pre selected,add gift wrap for the full experience pre selected,497,Add gift wrap for the full experience pre selected,add gift wrap for the full experience pre selected
Misdirection,Confirmshaming,DON'T MISS ON THESE AWESOME ITEMS / DON'T MISS ON OUR TABLE DECORATION SYSTEM,don t miss on these awesome items don t miss on our table decoration system,327,DON'T MISS ON THESE AWESOME ITEMS / DON'T MISS ON OUR TABLE DECORATION SYSTEM,don t miss on these awesome items don t miss on our table decoration system
Social Proof,Activity Notifications,"Someone from Rochedale, Queensland, Australia started buying this!",someone from rochedale queensland australia started buy this,130,"Someone from Rochedale, Queensland, Australia started buying this!",someone from rochedale queensland australia started buy this
Misdirection,Trick Questions,By clicking Sign up you accept promotional communications,by clicking sign up you accept promotional communications,608,By clicking Sign up you accept promotional communications,by clicking sign up you accept promotional communications
Social Proof,Activity Notifications,"Someone in Paris, France just purchased a Kanpeki Knife Set",someone in paris france just purchase a kanpeki knife set,104,"Someone in Paris, France just purchased a Kanpeki Knife Set",someone in paris france just purchase a kanpeki knife set
Social Proof,Activity Notifications,2 viewed per hour,<num> view per hour,278,2 viewed per hour,<num> view per hour
Misdirection,Pressured Selling,Best experience extended warranty is enabled for you,best experience extended warranty is enabled for you,487,Best experience extended warranty is enabled for you,best experience extended warranty is enabled for you
Misdirection,Pressured Selling,The Monthly plan is our most popular pre chosen to save you time,the monthly plan is our most popular pre chosen to save you time,400,The Monthly plan is our most popular pre chosen to save you time,the monthly plan is our most popular pre chosen to save you time
Misdirection,Confirmshaming,"No thanks, I’ll skip this amazing super-saver deal. I don’t need so many beautiful textures",no thanks i ll skip this amazing super-saver deal i don t need so many beautiful textures,341,"No thanks, I’ll skip this amazing super-saver deal. I don’t need so many beautiful textures",no thanks i ll skip this amazing super-saver deal i don t need so many beautiful textures
Misdirection,Trick Questions,Want Free Shipping?,want free shipping,571,Want Free Shipping?,want free shipping
Misdirection,Trick Questions,Continue to claim your cashback reward auto applies at checkout,continue to claim your cashback reward auto applies at checkout,603,Continue to claim your cashback reward auto applies at checkout,continue to claim your cashback reward auto applies at checkout
Misdirection,Trick Questions,Free trial starts now billing begins automatically after 45 minutes,free trial starts now billing begins automatically after <num> minutes,548,Free trial starts now billing begins automatically after 45 minutes,free trial starts now billing begins automatically after <num> minutes
Social Proof,Activity Notifications,3 people are looking at this product,<num> person are looking at this product,217,3 people are looking at this product,<num> person are looking at this product
Misdirection,Pressured Selling,Add to Your Gift and We'll Ship it For Free!,add to your gift and we ll ship it for free,500,Add to Your Gift and We'll Ship it For Free!,add to your gift and we ll ship it for free
Social Proof,Activity Notifications,Someone in Pittsworth bought a Ultimate COLT Anal Training Kit 2 hours ago,someone in pittsworth bought a ultimate colt anal training kit <num> hours ago,102,Someone in Pittsworth bought a Ultimate COLT Anal Training Kit 2 hours ago,someone in pittsworth bought a ultimate colt anal training kit <num> hours ago
Misdirection,Pressured Selling,OUR BEST SELLING GOGGLE,our best selling goggle,412,OUR BEST SELLING GOGGLE,our best selling goggle
Social Proof,Activity Notifications,Theresa from Botkins just bought Panoply 14918 A-line Lace Formal Dress,theresa from botkins just bought panoply <num> a-line lace formal dress,122,Theresa from Botkins just bought Panoply 14918 A-line Lace Formal Dress,theresa from botkins just bought panoply <num> a-line lace formal dress
Social Proof,Activity Notifications,Sara from Philadelphia just saved $68 on her order.,sara from philadelphia just saved <num> on her order,41,Sara from Philadelphia just saved $68 on her order.,sara from philadelphia just saved <num> on her order
Social Proof,Activity Notifications,43 others checked out this option in the past 3 hours,<num> others checked out this option in the past <num> hours,212,43 others checked out this option in the past 3 hours,<num> others checked out this option in the past <num> hours
Misdirection,Pressured Selling,Your discount is applied Additional booking fee may appear at checkout,your discount is applied additional booking fee may appear at checkout,434,Your discount is applied Additional booking fee may appear at checkout,your discount is applied additional booking fee may appear at checkout
Social Proof,Activity Notifications,5338 people viewed this in the last hour,<num> person view this in the last hour,228,5338 people viewed this in the last hour,<num> person view this in the last hour
Social Proof,Activity Notifications,"Israël in Metz, France purchased a More ADVANCED Chord Substitutions",israël in metz france purchase a more advanced chord substitutions,247,"Israël in Metz, France purchased a More ADVANCED Chord Substitutions",israël in metz france purchase a more advanced chord substitutions
Misdirection,Confirmshaming,I don't want to save money,i don t want to save money,311,No thanks. I don’t want to save money.,no thanks i don t want to save money
Misdirection,Trick Questions,Best experience data export is enabled for you,best experience data export is enabled for you,615,Best experience data export is enabled for you,best experience data export is enabled for you
Social Proof,Activity Notifications,"James in Cashion, Oklahoma just bought Glossy Black Brick Geode / Amber Gradient Fast Lanes",james in cashion oklahoma just bought glossy black brick geode amber gradient fast lanes,259,"James in Cashion, Oklahoma just bought Glossy Black Brick Geode / Amber Gradient Fast Lanes",james in cashion oklahoma just bought glossy black brick geode amber gradient fast lanes
Misdirection,Pressured Selling,Default plan set to Annual for a better experience,default plan set to annual for a better experience,541,Default plan set to Annual for a better experience,default plan set to annual for a better experience
Misdirection,Confirmshaming,"Nah, I'll pay full price",nah i ll pay full price,356,"Nah, I'll pay full price",nah i ll pay full price
Misdirection,Pressured Selling,It is faster with saved card preselected at checkout,it is faster with saved card preselected at checkout,513,It is faster with saved card preselected at checkout,it is faster with saved card preselected at checkout
Misdirection,Trick Questions,Your cashback reward is ready press Continue to proceed,your cashback reward is ready press continue to proceed,583,Your cashback reward is ready press Continue to proceed,your cashback reward is ready press continue to proceed
Social Proof,Activity Notifications,4 people are looking at this right now.,<num> person are looking at this now,12,52 people are looking at this right now.,<num> person are looking at this now
Misdirection,Confirmshaming,No thanks. I prefer paying full price.,no thanks i prefer paying full price,300,"No Thanks, I Prefer Paying Full Price.",no thanks i prefer paying full price
Misdirection,Confirmshaming,"No thanks, I like paying full price",no thanks i like paying full price,305,"No Thanks, I like paying full price.",no thanks i like paying full price
Social Proof,Activity Notifications,9 people are currently viewing this product,<num> person are currently view this product,222,9 people are currently viewing this product,<num> person are currently view this product
Misdirection,Pressured Selling,We have selected the safest defaults adjust later,we have selected the safest defaults adjust later,466,We have selected the safest defaults adjust later,we have selected the safest defaults adjust later
Social Proof,Activity Notifications,31 people seeing this product right now,<num> person seeing this product right now,29,31 people seeing this product right now,<num> person seeing this product right now
Misdirection,Trick Questions,LOGIN/REGISTER,login register,631,LOGIN/REGISTER,login register
Social Proof,Activity Notifications,404 Orders,<num> orders,208,404 Orders,<num> orders
Misdirection,Pressured Selling,Continue to confirm your Business plan you can downgrade later,continue to confirm your business plan you can downgrade later,481,Continue to confirm your Business plan you can downgrade later,continue to confirm your business plan you can downgrade later
Misdirection,Confirmshaming,Keep cashback reward active by clicking Join now,keep cashback reward active by clicking join now,360,Keep cashback reward active by clicking Join now,keep cashback reward active by clicking join now
Misdirection,Trick Questions,Continue to claim your bonus points auto applies at checkout,continue to claim your bonus points auto applies at checkout,604,Continue to claim your bonus points auto applies at checkout,continue to claim your bonus points auto applies at checkout
Misdirection,Pressured Selling,Continue with Annual to keep top rated for reliability,continue with annual to keep top rated for reliability,508,Continue with Annual to keep top rated for reliability,continue with annual to keep top rated for reliability
Social Proof,Activity Notifications,7 sold in last 24 hours,<num> sold in last <num> hours,0,9 sold in last 4 hours,<num> sold in last <num> hours
Misdirection,Trick Questions,Your trial auto renews press Buy now to keep access,your trial auto renews press buy now to keep access,579,Your trial auto renews press Buy now to keep access,your trial auto renews press buy now to keep access
Misdirection,Trick Questions,Continue to keep your trial upgrade going back may remove it,continue to keep your trial upgrade going back may remove it,626,Continue to keep your trial upgrade going back may remove it,continue to keep your trial upgrade going back may remove it
Misdirection,Trick Questions,Continue to confirm your Basic plan you can downgrade later,continue to confirm your basic plan you can downgrade later,602,Continue to confirm your Basic plan you can downgrade later,continue to confirm your basic plan you can downgrade later
Social Proof,Activity Notifications,31 others checked out this option over the weekend,<num> others checked out this option over the weekend,226,31 others checked out this option over the weekend,<num> others checked out this option over the weekend
Misdirection,Pressured Selling,The Family plan is our most popular pre chosen to save you time,the family plan is our most popular pre chosen to save you time,398,The Family plan is our most popular pre chosen to save you time,the family plan is our most popular pre chosen to save you time
Misdirection,Confirmshaming,"No thank you, I prefer to pay full price",no thank you i prefer to pay full price,385,"No thank you, I prefer to pay full price",no thank you i prefer to pay full price
Misdirection,Trick Questions,Continue to keep your welcome credit going back may remove it,continue to keep your welcome credit going back may remove it,647,Continue to keep your welcome credit going back may remove it,continue to keep your welcome credit going back may remove it
Misdirection,Trick Questions,Your trial auto renews press Next to keep access,your trial auto renews press next to keep access,574,Your trial auto renews press Next to keep access,your trial auto renews press next to keep access
Misdirection,Trick Questions,How about these?,how about these,649,How about these?,how about these
Social Proof,Activity Notifications,"Jeremy in Stockton, United States purchased a",jeremy in stockton united states purchase a,262,"Jeremy in Stockton, United States purchased a",jeremy in stockton united states purchase a
Social Proof,Activity Notifications,"2,229 people have viewed this item",<num> person have view this item,2,161 people have viewed this item,<num> person have view this item
Misdirection,Pressured Selling,Your standing desk includes ad free experience unless removed,your standing desk includes ad free experience unless removed,467,Your standing desk includes ad free experience unless removed,your standing desk includes ad free experience unless removed
Social Proof,Activity Notifications,78 Persons looking for this product,<num> person looking for this product,190,78 Persons looking for this product,<num> person looking for this product
Social Proof,Activity Notifications,Other 2 customers have it in their cart.,other <num> customers have it in their cart,76,Other 2 customers have it in their cart.,other <num> customers have it in their cart
Social Proof,Activity Notifications,24 people have purchased this wine today,<num> person have purchase this wine today,177,24 people have purchased this wine today,<num> person have purchase this wine today
Misdirection,Pressured Selling,Want a special deal? Bundle and SAVE UPTO30%,want a special deal bundle and save upto <num>,455,Want a special deal? Bundle and SAVE UPTO30%,want a special deal bundle and save upto <num>
Social Proof,Activity Notifications,Trending Style! Sold 4 times today,trending style sold <num> times today,118,Trending Style! Sold 4 times today,trending style sold <num> times today
Social Proof,Activity Notifications,41 people have looked at this in the last couple of hours,<num> person have looked at this in the last couple of hours,171,2 people have looked at this in the last couple of hrs.,<num> person have looked at this in the last couple of hrs
Social Proof,Activity Notifications,6 other people looking at this item,<num> other person looking at this item,211,6 other people looking at this item,<num> other person looking at this item
Social Proof,Activity Notifications,"Natalie in Graham, United States purchased a FREE BTS Answer Magic Pillow about 1 hour ago",natalie in graham united states purchase a free bts answer magic pillow about <num> hour ago,80,"Natalie in Graham, United States purchased a FREE BTS Answer Magic Pillow about 1 hour ago",natalie in graham united states purchase a free bts answer magic pillow about <num> hour ago
Social Proof,Activity Notifications,"Another babe in Alexandria, United States just ordered Flat Tummy Tea",another babe in alexandria united states just ordered flat tummy tea,296,"Another babe in Alexandria, United States just ordered Flat Tummy Tea",another babe in alexandria united states just ordered flat tummy tea
Social Proof,Activity Notifications,"Abbie in Calwell, Australia purchased Shark Bite Socks about 1 hour ago",abbie in calwell australia purchase shark bite socks about <num> hour ago,279,"Abbie in Calwell, Australia purchased Shark Bite Socks about 1 hour ago",abbie in calwell australia purchase shark bite socks about <num> hour ago
Misdirection,Trick Questions,By clicking Apply coupon you accept promotional communications,by clicking apply coupon you accept promotional communications,614,By clicking Apply coupon you accept promotional communications,by clicking apply coupon you accept promotional communications
Social Proof,Activity Notifications,1626 people seeing this product right now,<num> person seeing this product right now,29,31 people seeing this product right now,<num> person seeing this product right now
Social Proof,Activity Notifications,Seen on checkout 47 clicks today,seen on checkout <num> clicks today,34,Seen on checkout 88 clicks today,seen on checkout <num> clicks today
Social Proof,Activity Notifications,"GRACE from ORLANDO, United States bought Camouflage Jumpsuit 31 minutes ago",grace from orlando united states bought camouflage jumpsuit <num> minutes ago,19,"GRACE from ORLANDO, United States bought Camouflage Jumpsuit 31 minutes ago",grace from orlando united states bought camouflage jumpsuit <num> minutes ago
Misdirection,Pressured Selling,Continue with Plus to keep our most popular choice,continue with plus to keep our most popular choice,535,Continue with Plus to keep our most popular choice,continue with plus to keep our most popular choice
Misdirection,Confirmshaming,"No Thanks, I rather pay full price",no thanks i rather pay full price,333,"No Thanks, I rather pay full price",no thanks i rather pay full price
Social Proof,Activity Notifications,210+ bought,<num> bought,6,3642 BOUGHT,<num> bought
Misdirection,Pressured Selling,Your cart includes ad free experience free to remove later,your cart includes ad free experience free to remove later,465,Your cart includes ad free experience free to remove later,your cart includes ad free experience free to remove later
Misdirection,Pressured Selling,To keep exclusive access proceed with the recommended Annual plan,to keep exclusive access proceed with the recommended annual plan,405,To keep exclusive access proceed with the recommended Annual plan,to keep exclusive access proceed with the recommended annual plan
Misdirection,Pressured Selling,"PROTECT YOUR SOFA! Your Humblebum Sofa in Thatch house fabric will look wicked! Why not add Castelan Fabric Protection to cover your new squish machine against wine spillages, messy TV dinners, and other disasters for just just £80?",protect your sofa your humblebum sofa in thatch house fabric will look wicked why not add castelan fabric protection to cover your new squish machine against wine spillages messy tv dinners and other disasters for just just <num>,421,"PROTECT YOUR SOFA! Your Humblebum Sofa in Thatch house fabric will look wicked! Why not add Castelan Fabric Protection to cover your new squish machine against wine spillages, messy TV dinners, and other disasters for just just £80?",protect your sofa your humblebum sofa in thatch house fabric will look wicked why not add castelan fabric protection to cover your new squish machine against wine spillages messy tv dinners and other disasters for just just <num>
Social Proof,Activity Notifications,"Crystal Li in Flushing, United States purchased a",crystal li in flushing united states purchase a,283,"Crystal Li in Flushing, United States purchased a",crystal li in flushing united states purchase a
Misdirection,Trick Questions,"If you click continue below we will be happy to tell you about discounts, money off and new products from Very by e-mail and text,
unless you tell us you DO NOT want to hear about them, by ticking here.
If you would like to receive offers from carefully selected 3rd parties, please tick here",if you click continue below we will be happy to tell you about discounts money off and new products from very by e-mail and text unless you tell us you do not want to hear about them by ticking here if you would like to receive offers from carefully selected <num> rd parties please tick here,634,"If you click continue below we will be happy to tell you about discounts, money off and new products from Very by e-mail and text,
unless you tell us you DO NOT want to hear about them, by ticking here.
If you would like to receive offers from carefully selected 3rd parties, please tick here",if you click continue below we will be happy to tell you about discounts money off and new products from very by e-mail and text unless you tell us you do not want to hear about them by ticking here if you would like to receive offers from carefully selected <num> rd parties please tick here
Social Proof,Activity Notifications,113 people have viewed in the last 24hrs,<num> person have view in the last <num> hrs,178,113 people have viewed in the last 24hrs,<num> person have view in the last <num> hrs
Social Proof,Activity Notifications,"Michael in Pontiac, United States purchased a",michael in pontiac united states purchase a,25,"Michael in Pontiac, United States purchased a",michael in pontiac united states purchase a
Misdirection,Confirmshaming,"NO THANKS, I'll PAY FULL PRICE",no thanks i ll pay full price,302,"No Thanks, I'll Pay Full Price",no thanks i ll pay full price
Social Proof,Activity Notifications,Someone from Norway purchased a Super FG Grater - 12x Faster - 15% OFF,someone from norway purchase a super fg grater - <num> x faster - <num> off,141,Someone from Norway purchased a Super FG Grater - 12x Faster - 15% OFF,someone from norway purchase a super fg grater - <num> x faster - <num> off
Misdirection,Confirmshaming,"NO, THANKS. I DON'T LIKE DISCOUNTS",no thanks i don t like discounts,308,"NO, THANKS. I DON'T LIKE DISCOUNTS",no thanks i don t like discounts
Social Proof,Activity Notifications,"Rick in Columbia, United States purchased a",rick in columbia united states purchase a,45,"Rick in Columbia, United States purchased a",rick in columbia united states purchase a
Misdirection,Confirmshaming,"no thanks, I'll save money another day",no thanks i ll save money another day,342,"no thanks, I'll save money another day",no thanks i ll save money another day
Misdirection,Pressured Selling,Add and save!,add and save,490,Add and save!,add and save
Social Proof,Activity Notifications,2+ people just viewed this product,<num> person just view this product,186,2+ people just viewed this product,<num> person just view this product
Misdirection,Confirmshaming,"no thanks, I like paying full price",no thanks i like paying full price,305,"No Thanks, I like paying full price.",no thanks i like paying full price
Social Proof,Activity Notifications,3 other people are currently viewing this item.,<num> other person are currently view this item,210,3 other people are currently viewing this item.,<num> other person are currently view this item
Misdirection,Trick Questions,Necessary Protection..,necessary protection,630,Necessary Protection..,necessary protection
Misdirection,Pressured Selling,VIP access unlocked selection is already chosen for you,vip access unlocked selection is already chosen for you,454,VIP access unlocked selection is already chosen for you,vip access unlocked selection is already chosen for you
Misdirection,Trick Questions,Cancellation path continues after several steps,cancellation path continues after several steps,606,Cancellation path continues after several steps,cancellation path continues after several steps
Social Proof,Activity Notifications,"3,081 people have viewed this item",<num> person have view this item,2,161 people have viewed this item,<num> person have view this item
Social Proof,Activity Notifications,Someone purchased a FORWARD REVIVE WOMEN'S RED WHITE HUSTLE T-SHIRT 32 minutes ago,someone purchase a forward revive women s red white hustle t-shirt <num> minutes ago,91,Someone purchased a FORWARD REVIVE WOMEN'S RED WHITE HUSTLE T-SHIRT 32 minutes ago,someone purchase a forward revive women s red white hustle t-shirt <num> minutes ago
Misdirection,Confirmshaming,"No thanks, I just want the item",no thanks i just want the item,348,"No thanks, I just want the item",no thanks i just want the item
Misdirection,Trick Questions,Promo applied Taxes and service fee may be shown at checkout,promo applied taxes and service fee may be shown at checkout,597,Promo applied Taxes and service fee may be shown at checkout,promo applied taxes and service fee may be shown at checkout
Social Proof,Activity Notifications,Popular choice 71 users selected this today,popular choice <num> users selected this today,5,Popular choice 71 users selected this today,popular choice <num> users selected this today
Social Proof,Activity Notifications,Someone in Castle Hill bought a Philips Essential LED Downlight Kit | 5W 4000K few hours ago.,someone in castle hill bought a philips essential led downlight kit <num> w <num> k few hours ago,156,Someone in Castle Hill bought a Philips Essential LED Downlight Kit | 5W 4000K few hours ago.,someone in castle hill bought a philips essential led downlight kit <num> w <num> k few hours ago
Misdirection,Pressured Selling,Best experience priority support is enabled for you,best experience priority support is enabled for you,485,Best experience priority support is enabled for you,best experience priority support is enabled for you
Social Proof,Activity Notifications,POPULAR 62 others checked this out in the last few hours.,popular <num> others checked this out in the last few hours,22,POPULAR 64 others checked this out in the last few hours.,popular <num> others checked this out in the last few hours
Social Proof,Activity Notifications,Popular item! 🔥 27 people recently purchased this.,popular item <num> person recent purchase this,36,Popular item! 🔥 27 people recently purchased this.,popular item <num> person recent purchase this
Social Proof,Activity Notifications,Viewed 1040 times in the last 7 days,viewed <num> times in the last <num> days,112,Viewed 1040 times in the last 7 days,viewed <num> times in the last <num> days
Social Proof,Activity Notifications,"mark in richmond hill, United States purchased a Fugoo Tough 11 minutes ago",mark in richmond hill united states purchase a fugoo tough <num> minutes ago,56,"mark in richmond hill, United States purchased a Fugoo Tough 11 minutes ago",mark in richmond hill united states purchase a fugoo tough <num> minutes ago
Misdirection,Confirmshaming,"NO THANKS, I DON'T WANT TO SAVE MONEY",no thanks i don t want to save money,311,No thanks. I don’t want to save money.,no thanks i don t want to save money
Misdirection,Pressured Selling,Continue with Family to keep our most popular choice,continue with family to keep our most popular choice,532,Continue with Family to keep our most popular choice,continue with family to keep our most popular choice
Misdirection,Pressured Selling,Continue with Enterprise to keep recommended by experts,continue with enterprise to keep recommended by experts,531,Continue with Enterprise to keep recommended by experts,continue with enterprise to keep recommended by experts
Social Proof,Activity Notifications,"Tambria in Hattiesburg just bought Peruvian Virgin Natural Wave Hair 3 Bundles with Lace Frontal, 100% Human Virgin Hair",tambria in hattiesburg just bought peruvian virgin natural wave hair <num> bundles with lace frontal <num> human virgin hair,32,"Tambria in Hattiesburg just bought Peruvian Virgin Natural Wave Hair 3 Bundles with Lace Frontal, 100% Human Virgin Hair",tambria in hattiesburg just bought peruvian virgin natural wave hair <num> bundles with lace frontal <num> human virgin hair
Social Proof,Activity Notifications,"Someone from Portland, United States (US) purchased MODALERT recently.",someone from portland united states us purchase modalert recent,132,"Someone from Portland, United States (US) purchased MODALERT recently.",someone from portland united states us purchase modalert recent
Social Proof,Activity Notifications,Join 87 plus subscribers enjoying extra storage,join <num> plus subscribers enjoying extra storage,162,Join 87 plus subscribers enjoying extra storage,join <num> plus subscribers enjoying extra storage
Social Proof,Activity Notifications,Popular choice 9 users selected this today,popular choice <num> users selected this today,5,Popular choice 71 users selected this today,popular choice <num> users selected this today
Misdirection,Confirmshaming,"No thanks, I don’t want to save",no thanks i don t want to save,304,"NO THANKS, I DON'T WANT TO SAVE",no thanks i don t want to save
Social Proof,Activity Notifications,19 people have viewed this item,<num> person have view this item,2,161 people have viewed this item,<num> person have view this item
Misdirection,Pressured Selling,To keep free gift proceed with the recommended Enterprise plan,to keep free gift proceed with the recommended enterprise plan,427,To keep free gift proceed with the recommended Enterprise plan,to keep free gift proceed with the recommended enterprise plan
Social Proof,Activity Notifications,Join 52 plus subscribers enjoying ad free experience,join <num> plus subscribers enjoying ad free experience,249,Join 52 plus subscribers enjoying ad free experience,join <num> plus subscribers enjoying ad free experience
