String,Type,label,predicate
Chargers,Not Dark Pattern,0,None
3DAYS124606,Urgency,1,Countdown Timers
A customer service specialist will contact you soon.,Not Dark Pattern,0,None
WhiteBoho Rose Comforter and Sham Set,Not Dark Pattern,0,None
"No, thanks. I'd prefer not to save.",Misdirection,1,Confirmshaming
sales@ecklers.net,Not Dark Pattern,0,None
Whey Protein Isolate,Not Dark Pattern,0,None
Boys Green School Uniforms,Not Dark Pattern,0,None
"Armin Dinovic bought 10M Runescape 3 Gold Order total: 3,70€ About 10 seconds ago",Social Proof,1,Activity Notifications
"No, I don't feel lucky",Misdirection,1,Confirmshaming
Availability: Low Stock 4 Remaining,Scarcity,1,Low-stock Messages
Digital Device Covers,Not Dark Pattern,0,None
🔥 9 people are viewing this.,Social Proof,1,Activity Notifications
Lighting,Not Dark Pattern,0,None
"No Thanks, I Prefer Paying Full Price",Misdirection,1,Confirmshaming
22 people have looked at this part recently,Social Proof,1,Activity Notifications
Pre-order 3 left,Scarcity,1,Low-stock Messages
Arrow,Not Dark Pattern,0,None
"For a limited time, buy 2 Hydroxycut Hardcore Elite, 30 Servings for $30!",Urgency,1,Limited-time Messages
CAMILLA World,Not Dark Pattern,0,None
What treats can I use?,Not Dark Pattern,0,None
My Story,Not Dark Pattern,0,None
QUICK! ONLY 1 LEFT IN STOCK,Scarcity,1,Low-stock Messages
We use cookies to give you the best experience possible. No personal information is stored. Using this website means that you are ok with this cookie policy.,Not Dark Pattern,0,None
Read More,Not Dark Pattern,0,None
Watches & Accessories,Not Dark Pattern,0,None
"To enable notifications, click 'Allow' when prompted.",Not Dark Pattern,0,None
Only 3 Left,Scarcity,1,Low-stock Messages
Only 8 items left in stock!,Scarcity,1,Low-stock Messages
Your cart is reserved for 09:35 minutes.,Urgency,1,Countdown Timers
CAMILLA World,Not Dark Pattern,0,None
Long Sleeves Nightwear,Not Dark Pattern,0,None
I don't want a discount,Misdirection,1,Confirmshaming
"No thanks, I don't like good deals.",Misdirection,1,Confirmshaming
"Someone in Byron Bay, NSW just bought",Social Proof,1,Activity Notifications
"Fancy some creative inspiration, news and offers? Sign up for SAA enewsletters today.",Not Dark Pattern,0,None
Graduations,Not Dark Pattern,0,None
"For a limited time, buy 2 Hydroxycut Hardcore Elite, 30 Servings for $30!",Urgency,1,Limited-time Messages
Microsoft Xbox One S Wireless Controller »,Not Dark Pattern,0,None
7 users have looked at this product in the past 6 minutes,Social Proof,1,Activity Notifications
Hurry Low Stock,Scarcity,1,Low-stock Messages
Quick Navigation,Not Dark Pattern,0,None
View All Home Office Furniture,Not Dark Pattern,0,None
"SALE ENDS IN 19 DAYS, 9 HOURS, 50 MINUTES, 54 SECONDS",Urgency,1,Countdown Timers
View All Shoes,Not Dark Pattern,0,None
Romantic Ball Gown Tulle Spaghetti Sleeveless Tier Flower Dirl Dress,Not Dark Pattern,0,None
Auto Delivery Program,Not Dark Pattern,0,None
Yes! Upgrade my purchase,Misdirection,1,Pressured Selling
Towel Rails & Racks,Not Dark Pattern,0,None
U.S. Vape Mail Ban FAQs,Not Dark Pattern,0,None
3 Left!,Scarcity,1,Low-stock Messages
"No thanks, I don't like winning.",Misdirection,1,Confirmshaming
"Ends in 1 Days, 4 Minutes, 44 Seconds",Urgency,1,Countdown Timers
Charleston,Not Dark Pattern,0,None
OFFER ENDS 00:54:59,Urgency,1,Countdown Timers
Retro Cordless Edison Bulb Lamp,Not Dark Pattern,0,None
YOUR CART IS ELIGIBLE FOR AN ADDITIONAL 10% OFF Including Current Promotions + Sale & Clearance 00 hours :29 minutes :26 seconds CHECK OUT NOW,Urgency,1,Countdown Timers
4 people are looking at this right now.,Social Proof,1,Activity Notifications
PopGrip Antimicrobial Refine by Product Type: PopGrip Antimicrobial,Not Dark Pattern,0,None
"No Thanks, I Don't Want To Save",Misdirection,1,Confirmshaming
Hurry only 8 items left!,Scarcity,1,Low-stock Messages
"No thanks, I don't like exclusive offers",Misdirection,1,Confirmshaming
Elegant A Line Chiffon V-neck Long Sleeve Bridesmaid Dress with Pleats and Ruching,Not Dark Pattern,0,None
No thanks! I don't like deals,Misdirection,1,Confirmshaming
"No thanks, I'll pay full price!",Misdirection,1,Confirmshaming
IN 43 PEOPLE'S SHOPPING BAG,Social Proof,1,Activity Notifications
"No Thanks, I'll let this offer sail away",Misdirection,1,Confirmshaming
Rose Gold Shoes,Not Dark Pattern,0,None
Collin P. from Grandview Missouri just bought BURGUNDY TWO BUTTON SUIT ABOUT 5 SECONDS AGO,Social Proof,1,Activity Notifications
Hurry! Only 1 Left In Stock,Scarcity,1,Low-stock Messages
Wish Your Loved Ones Instantly with Ferns N Petals International Services,Not Dark Pattern,0,None
People also buy this with,Misdirection,1,Pressured Selling
"No thanks, I prefer to pay more for shoes!",Misdirection,1,Confirmshaming
Only 1 Left !,Scarcity,1,Low-stock Messages
DON'T MISS ON THESE AWESOME ITEMS / DON'T MISS ON OUR TABLE DECORATION SYSTEM,Misdirection,1,Confirmshaming
Ericdress Long Sleeve Mesh Off Shoulder Summer Dress,Not Dark Pattern,0,None
"Someone from Rochedale, Queensland, Australia started buying this!",Social Proof,1,Activity Notifications
Your order is reserved for 09:45 minutes!,Urgency,1,Countdown Timers
"Hurry, only 5 left",Scarcity,1,Low-stock Messages
Don't Know Pincode?,Not Dark Pattern,0,None
All Little Boys Clothing,Not Dark Pattern,0,None
"No Thanks, I like paying full price.",Misdirection,1,Confirmshaming
"Items in your cart are in high demand, but we have reserved your order.",Scarcity,1,High-demand Messages
Apple iPhone X »,Not Dark Pattern,0,None
Boys Shorts,Not Dark Pattern,0,None
Optimized Patch System,Not Dark Pattern,0,None
Macro Focussing Rails,Not Dark Pattern,0,None
Concrete Tools,Not Dark Pattern,0,None
Limited Quantity,Scarcity,1,Low-stock Messages
My Account,Not Dark Pattern,0,None
Stay with us in India,Not Dark Pattern,0,None
Product Recycling,Not Dark Pattern,0,None
35% OFF EVERYTHING* EXCL SALE & BEAUTY ENTER: DOLL35 - HURRY! ENDS IN  16H 59M 06S,Urgency,1,Countdown Timers
"Someone in Paris, France just purchased a Kanpeki Knife Set",Social Proof,1,Activity Notifications
Game Extraction & Prep,Not Dark Pattern,0,None
Rose Gold Shoes,Not Dark Pattern,0,None
"To start your return, simply click on the following button and add your return details. Once the form is filled, you will receive an email with shipping instructions for how to ship the item(s) to our warehouse.",Not Dark Pattern,0,None
ONLY 1 LEFT!,Scarcity,1,Low-stock Messages
"Mother’s Day is undoubtedly a significant occasion for all mothers. But, for the new moms, it is even more special. If you........... Read More...",Not Dark Pattern,0,None
OFFER ENDS 00:54:59,Urgency,1,Countdown Timers
Really good quality contacts and they work well on my eyes. Would definitely order again!!!!,Not Dark Pattern,0,None
2 viewed per hour,Social Proof,1,Activity Notifications
Only 4 unit(s) available!,Scarcity,1,Low-stock Messages
Platinum-Dipped Rose,Not Dark Pattern,0,None
Already have an account?,Not Dark Pattern,0,None
Summer Casual Printed Short Sleeve T-Shirt,Not Dark Pattern,0,None
0 DAYS22 HOURS13 MINUTES21 SECONDS,Urgency,1,Countdown Timers
Only 5 Left in Stock. Buy Soon!,Scarcity,1,Low-stock Messages
Promaster City Remotes,Not Dark Pattern,0,None
AccessoriesCar AccessoriesDressesFootwearHome & OfficeJacketsLawn & OutdoorsPantsPolosShirts & SweatersShortsSleepwear & UnderwearSwim CollectionTailgatingSale Items- View All -,Not Dark Pattern,0,None
Shop,Not Dark Pattern,0,None
"No Thanks, I don't want a discount",Misdirection,1,Confirmshaming
Subscribe! Don’t be caught empty handed,Not Dark Pattern,0,None
"No thanks, I don't want to build one.. I'd rather kick rocks!",Misdirection,1,Confirmshaming
About Cheryl's Business Gifts,Not Dark Pattern,0,None
HIGH DEMAND,Scarcity,1,High-demand Messages
Strong demand! Complete your order before it's too late!,Scarcity,1,High-demand Messages
Bike Parts & Components,Not Dark Pattern,0,None
"No thanks, I’ll skip this amazing super-saver deal. I don’t need so many beautiful textures",Misdirection,1,Confirmshaming
ONLY A FEW LEFT IN STOCK,Scarcity,1,Low-stock Messages
00 Days 02 Hrs 26 Mins 12 Sec Sale Ends Once The Timer Hits Zero!,Urgency,1,Countdown Timers
Want Free Shipping?,Misdirection,1,Trick Questions
*** Get 50% Off Your 2nd Case OR a Canopy Screen Protector *** A 50% OFF discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item! (excludes Clearance items) Click to Choose Another Item,Misdirection,1,Pressured Selling
"NA-KD, White",Not Dark Pattern,0,None
Only 3 left in stock.,Scarcity,1,Low-stock Messages
"Oliver in Rotterdam, Netherlands purchased a England Away Soccer Shorts 2018 About 9 hours ago",Social Proof,1,Activity Notifications
Riding Culture Neue Lifestyle-Marke bei motoin,Not Dark Pattern,0,None
V-neck Casual Loose Vintage Print Short Sleeve T-shirt,Not Dark Pattern,0,None
Shop all interactive whiteboards,Not Dark Pattern,0,None
Polycarbonate,Not Dark Pattern,0,None
Show Password,Not Dark Pattern,0,None
Extra Soft Cleansing Wipes,Not Dark Pattern,0,None
Discount pending $10 OFF 00:30:00,Urgency,1,Countdown Timers
"Port, Sherry & Sweet Wine",Not Dark Pattern,0,None
Red Tops,Not Dark Pattern,0,None
Engine Cooling System,Not Dark Pattern,0,None
"No thanks, I don't want to save up to 75%",Misdirection,1,Confirmshaming
Girls Trousers,Not Dark Pattern,0,None
3 people are looking at this product,Social Proof,1,Activity Notifications
All Personalised Gifts,Not Dark Pattern,0,None
Need a Hand?,Not Dark Pattern,0,None
Add to Your Gift and We'll Ship it For Free!,Misdirection,1,Pressured Selling
The Wizard of Oz,Not Dark Pattern,0,None
Someone in Pittsworth bought a Ultimate COLT Anal Training Kit 2 hours ago,Social Proof,1,Activity Notifications
Arthritis Aids,Not Dark Pattern,0,None
OUR BEST SELLING GOGGLE,Misdirection,1,Pressured Selling
Start SellingSearchWishlistAccountCartCart,Not Dark Pattern,0,None
(LIMITED TIME OFFER) TORSION GUN HOLSTER SUPER COMBO,Urgency,1,Limited-time Messages
Accuscreens,Not Dark Pattern,0,None
Prices shown for delivery to JAPAN Change delivery country,Not Dark Pattern,0,None
Women's Summer New Clerk Large Size Loose Cotton And Linen Blouse,Not Dark Pattern,0,None
Clearance Optic Accessories Deals,Not Dark Pattern,0,None
Days left until the offer ends: 00 Days 04:43:35,Urgency,1,Countdown Timers
Cincinnati Bengals T-Shirts,Not Dark Pattern,0,None
Theresa from Botkins just bought Panoply 14918 A-line Lace Formal Dress,Social Proof,1,Activity Notifications
Sara from Philadelphia just saved $68 on her order.,Social Proof,1,Activity Notifications
First to know about upcoming tastings & events,Not Dark Pattern,0,None
"Jim in Houston, USA purchased Pure Ratios: Hemp Oil CBD Patch (40mg CBD)",Social Proof,1,Activity Notifications
BreakThrough,Not Dark Pattern,0,None
Brand case & cloth included,Not Dark Pattern,0,None
20% OFF VALENTINE\u2019S DAY FAVOURITES * | LIMITED TIME ONLY,Urgency,1,Limited-time Messages
Bra Panty Set,Not Dark Pattern,0,None
Medium GreyLogan T-Shirt Jersey Comforter and Sham Set,Not Dark Pattern,0,None
11 11 Hours: 00 22 Minutes: 3223 3223 Seconds Sale Ends Once The Timer Hits Zero!,Urgency,1,Countdown Timers
Cheryl in Ontario bought 100% Organic Reishi Mushroom Powder 100g about 16 minutes ago,Social Proof,1,Activity Notifications
Crochet Baby Patterns,Not Dark Pattern,0,None
Christian Dior,Not Dark Pattern,0,None
Use the left and right arrow keys to navigate the Menu. Use the enter key to activate the submenu on a navigation item. Use escape key to close the submenu.,Not Dark Pattern,0,None
Home + Tech Almost Gone,Not Dark Pattern,0,None
FootwearHome & Office,Not Dark Pattern,0,None
What Are Healing Crystals?,Not Dark Pattern,0,None
What could have caused this?,Not Dark Pattern,0,None
No thanks. I don't like free things...,Misdirection,1,Confirmshaming
77 PEOPLE LIKE THIS,Social Proof,1,Activity Notifications
Cable Winders,Not Dark Pattern,0,None
5338 people viewed this in the last hour,Social Proof,1,Activity Notifications
Download Now,Not Dark Pattern,0,None
Sale Womens Clothing,Not Dark Pattern,0,None
8 items left,Scarcity,1,Low-stock Messages
"Israël in Metz, France purchased a More ADVANCED Chord Substitutions",Social Proof,1,Activity Notifications
Tony Bianco,Not Dark Pattern,0,None
I don't want to save money,Misdirection,1,Confirmshaming
Wall Mounted Air Conditioners,Not Dark Pattern,0,None
OFFER ENDS: 09h: 09m: 55s: 0,Urgency,1,Countdown Timers
Laundry Care,Not Dark Pattern,0,None
My Project Lists,Not Dark Pattern,0,None
"An item you ordered is in high demand. No worries, we have prioritized your order.",Scarcity,1,High-demand Messages
cookie host,Not Dark Pattern,0,None
Hurry up! Discount Ends in DAYS HRS MINS SECS,Urgency,1,Countdown Timers
Custom Kids Headwear,Not Dark Pattern,0,None
Get 20% off Sample Doors! ×Offer Ends In 58 : 29 Use Promo Code sample20off,Urgency,1,Countdown Timers
Only 4 left In Stock,Scarcity,1,Low-stock Messages
Competitor Price: $172.00,Misdirection,1,Pressured Selling
All Shoes,Not Dark Pattern,0,None
Either because we're updating the site or because someone spilled coffee on it again. We'll be back just as soon as we finish the update or clean up the coffee.,Not Dark Pattern,0,None
"James in Cashion, Oklahoma just bought Glossy Black Brick Geode / Amber Gradient Fast Lanes",Social Proof,1,Activity Notifications
"NO THANKS, I DON'T LIKE FREE STUFF",Misdirection,1,Confirmshaming
02:06:40 left to buy,Urgency,1,Countdown Timers
JFN Scallop V Neck Solid Casual T-Shirt/Tee,Not Dark Pattern,0,None
"Nah, I'll pay full price",Misdirection,1,Confirmshaming
Patient Transfer Devices,Not Dark Pattern,0,None
"No thanks, I’ll skip this amazing super-saver deal. I don’t need so many beautiful textures",Misdirection,1,Confirmshaming
You left 2 items in your bag Released in: 29 minutes :07 seconds,Urgency,1,Countdown Timers
Baby Size Guide,Not Dark Pattern,0,None
Photography Projector,Not Dark Pattern,0,None
Trowels & Putty Knife,Not Dark Pattern,0,None
Trowels & Putty Knife,Not Dark Pattern,0,None
"LIMITED TIME OFFER 10% OFF - ENTER CODE \""CASES\"" AT CHECKOUT",Urgency,1,Limited-time Messages
Would you like to purchase an Extended Protection Plan?,Misdirection,1,Trick Questions
Hurry! This special sale ends in 2h 42m 0s,Urgency,1,Countdown Timers
Search Search,Not Dark Pattern,0,None
4 people are looking at this right now.,Social Proof,1,Activity Notifications
Did you know we have an app? Create shareable art and custom PopSockets designs with our unique image editing tools.,Not Dark Pattern,0,None
Collegiate Shooting Programs,Not Dark Pattern,0,None
No thanks. I prefer paying full price.,Misdirection,1,Confirmshaming
"The Dry Direct Ultimate is a great product, the best we have found. Customer service is very efficient, and deliveries have always been on time. We are very satisfied with Parentgiving in all aspects.",Not Dark Pattern,0,None
Your first payment will be due on the day of your purchase.*,Not Dark Pattern,0,None
Hurry! Only 6 left in stock!,Scarcity,1,Low-stock Messages
Countdown,Not Dark Pattern,0,None
Cart will expire in 04:53 minutes!,Urgency,1,Countdown Timers
Wait! Take 10% off Your First Order Deal Expires Soon!,Urgency,1,Limited-time Messages
"No thanks, I like paying full price",Misdirection,1,Confirmshaming
Hurry up! Only 11 items left,Scarcity,1,Low-stock Messages
"N++ is all about using your momentum to complete levels and get high scores, but in this sci-fi world, there’s a slew of inadvertently homicidal enemy robots trying to prevent you from completing your goal.",Not Dark Pattern,0,None
9 people are currently viewing this product,Social Proof,1,Activity Notifications
QUANTITY: *ONLY 1 LEFT,Scarcity,1,Low-stock Messages
No I don't feel lucky,Misdirection,1,Trick Questions
Hand & Foot Skin Care,Not Dark Pattern,0,None
WilmaNorth Carolina,Not Dark Pattern,0,None
31 people seeing this product right now,Social Proof,1,Activity Notifications
BABY BOYSShoesClothingAccessories,Not Dark Pattern,0,None
HURRY! EXCLUSIVE DEAL FOR YOU! 1 4 : 4 5,Urgency,1,Countdown Timers
Tights,Not Dark Pattern,0,None
End Tables,Not Dark Pattern,0,None
Eyelashes,Not Dark Pattern,0,None
LOGIN/REGISTER,Misdirection,1,Trick Questions
New In Special Occasion,Not Dark Pattern,0,None
Root Touch Up + Brow Filler,Not Dark Pattern,0,None
404 Orders,Social Proof,1,Activity Notifications
Remove selected car filter,Not Dark Pattern,0,None
"No thanks, I prefer to pay more for shoes!",Misdirection,1,Confirmshaming
only 2 left in stock,Scarcity,1,Low-stock Messages
52 people have added this product to bag in the last 72 hours,Social Proof,1,Activity Notifications
LIMITED TIME ONLY *on select models,Urgency,1,Limited-time Messages
"No thanks, I'm not interested",Misdirection,1,Confirmshaming
I wish to Start Shopping but I don't want to receive daily email alerts about your amazing discounts on luxury brands.,Misdirection,1,Trick Questions
Limited time - Free Shipping on all orders*,Urgency,1,Limited-time Messages
Limited time remaining!,Urgency,1,Limited-time Messages
LIMITED TIME LEFT! 00 : 46 : 11,Urgency,1,Countdown Timers
"No thanks, I'm not interested in saving money.",Misdirection,1,Confirmshaming
7 sold in last 24 hours,Social Proof,1,Activity Notifications
Shop Plus Shorts by Pattern,Not Dark Pattern,0,None
Party & Birthday Novelties,Not Dark Pattern,0,None
NRA Annual Meetings & Exhibits,Not Dark Pattern,0,None
Promaster City Remotes,Not Dark Pattern,0,None
"No thanks, I’ll skip this amazing super-saver deal. I don’t need so many beautiful textures",Misdirection,1,Confirmshaming
"NO THANKS, I DON'T LIKE FREE STUFF",Misdirection,1,Confirmshaming
This offer is only VALID if you add to cart now!,Misdirection,1,Pressured Selling
"Paper, Pads & Blocks Toggle category Paper, Pads & Blocks",Not Dark Pattern,0,None
"Natalie in Graham, United States purchased a FREE BTS Answer Magic Pillow about 1 hour ago",Social Proof,1,Activity Notifications
Pay With:,Not Dark Pattern,0,None
SAVE $300.00\nfor limited time,Urgency,1,Limited-time Messages
Only 3 pieces in stock!,Scarcity,1,Low-stock Messages
Cross Body,Not Dark Pattern,0,None
Necessary Protection..,Misdirection,1,Trick Questions
Items in your cart are selling fast,Scarcity,1,High-demand Messages
- +,Not Dark Pattern,0,None
By Doug,Not Dark Pattern,0,None
Your order is reserved for 09:54 minutes!,Urgency,1,Countdown Timers
"No thank you, I prefer to pay full price",Misdirection,1,Confirmshaming
Limited Time Only - Up to 30% OFF Freshwater Plants! SHOP NOW >,Urgency,1,Limited-time Messages
0 DAYS22 HOURS13 MINUTES21 SECONDS,Urgency,1,Countdown Timers
Jamie from Eloy United States purchased a CBD Oil Vape Additives 4 Pack About 7 hours ago,Social Proof,1,Activity Notifications
OFFER EXPIRES IN: YES NO Want 10% Off Your First Order? 7 minutes 35 seconds,Urgency,1,Countdown Timers
My Reviews,Not Dark Pattern,0,None
Graphic Tanks,Not Dark Pattern,0,None
"No thanks, I'm not interested",Misdirection,1,Confirmshaming
"No thanks, I'd like 0% off",Misdirection,1,Confirmshaming
LAST CHANCE TO SAVE... enter your email to Save 20% on your first order 00 hours :29 minutes :43 seconds,Urgency,1,Countdown Timers
Clear filter,Not Dark Pattern,0,None
View All Mattress Accessories,Not Dark Pattern,0,None
"Only available for a LIMITED TIME, so get yours TODAY!",Urgency,1,Limited-time Messages
Shop By Brands,Not Dark Pattern,0,None
Please try again,Not Dark Pattern,0,None
How about these?,Misdirection,1,Trick Questions
"Jeremy in Stockton, United States purchased a",Social Proof,1,Activity Notifications
1DAYS 04 HOURS 17 MINUTES 18 SECONDS,Urgency,1,Countdown Timers
Clearance Optic Accessories Deals,Not Dark Pattern,0,None
"2,229 people have viewed this item",Social Proof,1,Activity Notifications
"No, thank you. I prefer to pay the full price",Misdirection,1,Confirmshaming
3Days01:49:51 Left,Urgency,1,Countdown Timers
Every bicycle tells a story,Not Dark Pattern,0,None
78 Persons looking for this product,Social Proof,1,Activity Notifications
Other 2 customers have it in their cart.,Social Proof,1,Activity Notifications
24 people have purchased this wine today,Social Proof,1,Activity Notifications
Surgical & Face Masks,Not Dark Pattern,0,None
Diamond Nose Studs,Not Dark Pattern,0,None
Accent Chairs,Not Dark Pattern,0,None
320 items left,Scarcity,1,Low-stock Messages
"Gorgeous, lasting high-quality hair color—crafted in Italy.",Not Dark Pattern,0,None
Only 1 items left,Scarcity,1,Low-stock Messages
HAUTELOOK 04:53,Urgency,1,Countdown Timers
"Free Upgrade, Limited Time!\n*DISH Install Not Available*",Urgency,1,Limited-time Messages
Every Purchase Helps Your NRA:,Not Dark Pattern,0,None
Offer ends 0Hours:04Minutes:46Seconds,Urgency,1,Countdown Timers
Your order is reserved for 09:43 minutes!,Urgency,1,Countdown Timers
We value your input. Share your review so everyone else can enjoy it too.,Not Dark Pattern,0,None
Whey Protein Isolate,Not Dark Pattern,0,None
Want a special deal? Bundle and SAVE UPTO30%,Misdirection,1,Pressured Selling
THE SET INCLUDES:,Not Dark Pattern,0,None
Baby & Toddler Toys,Not Dark Pattern,0,None
HURRY! ONLY 14 LEFT IN STOCK.,Scarcity,1,Low-stock Messages
PopGrip Antimicrobial Refine by Product Type: PopGrip Antimicrobial,Not Dark Pattern,0,None
Short Sleeve T-Shirts,Not Dark Pattern,0,None
Trending Style! Sold 4 times today,Social Proof,1,Activity Notifications
41 people have looked at this in the last couple of hours,Social Proof,1,Activity Notifications
Your Cart Will Expire In 09:58 minutes!Please note that these items may not be available again if you release them.,Urgency,1,Countdown Timers
6 other people looking at this item,Social Proof,1,Activity Notifications
Converse,Not Dark Pattern,0,None
Security Cameras,Not Dark Pattern,0,None
"Natalie in Graham, United States purchased a FREE BTS Answer Magic Pillow about 1 hour ago",Social Proof,1,Activity Notifications
Why I chose this:,Not Dark Pattern,0,None
Ends Sunday! $200 off any mattress . free shipping & free returns!,Urgency,1,Limited-time Messages
Sign In With Google,Not Dark Pattern,0,None
"Another babe in Alexandria, United States just ordered Flat Tummy Tea",Social Proof,1,Activity Notifications
"Abbie in Calwell, Australia purchased Shark Bite Socks about 1 hour ago",Social Proof,1,Activity Notifications
Limited quantity available,Scarcity,1,Low-stock Messages
In demand,Scarcity,1,High-demand Messages
Only 2 left in stock. Make it yours.,Scarcity,1,Low-stock Messages
Shop Disposables,Not Dark Pattern,0,None
Specialist Tools,Not Dark Pattern,0,None
Devices,Not Dark Pattern,0,None
DressesFootwearHatsHoodies & SweatshirtsJerseysPantsSleepwear & UnderwearSwim CollectionT-ShirtsSale Items- View All -,Not Dark Pattern,0,None
Only 1 left In Stock,Scarcity,1,Low-stock Messages
Summer Simple Breathable Socks,Not Dark Pattern,0,None
Kimberly R.,Not Dark Pattern,0,None
"No Thanks, I'd rather pay full price",Misdirection,1,Confirmshaming
Your order is prioritized for 13:22 minutes!,Urgency,1,Countdown Timers
"Sorry, we could not process your request at the moment. Please try again in a few minutes.",Not Dark Pattern,0,None
Use the domain shortly after payment,Not Dark Pattern,0,None
87% offers claimed. Hurry up!,Scarcity,1,High-demand Messages
1626 people seeing this product right now,Social Proof,1,Activity Notifications
72 Viewing This Product,Social Proof,1,Activity Notifications
ON SALE AT $1.99 FOR A LIMITED TIME,Urgency,1,Limited-time Messages
"GRACE from ORLANDO, United States bought Camouflage Jumpsuit 31 minutes ago",Social Proof,1,Activity Notifications
"No Thanks, I Prefer Paying Full Price.",Misdirection,1,Confirmshaming
Only 4 left at this price,Scarcity,1,Low-stock Messages
Shotgun Bore Mops,Not Dark Pattern,0,None
JOINT Oil,Not Dark Pattern,0,None
You can change your preference here Shop for Select an age,Not Dark Pattern,0,None
"from Korea, South",Not Dark Pattern,0,None
Livefood Subscription,Not Dark Pattern,0,None
FOR A LIMITED TIME ONLY,Urgency,1,Limited-time Messages
Rudraksha Recommendations,Not Dark Pattern,0,None
Boxster Remotes,Not Dark Pattern,0,None
Buy Wearables»,Not Dark Pattern,0,None
Your order is reserved for 08:53 minutes!,Urgency,1,Countdown Timers
Items reserved for 15:00,Urgency,1,Countdown Timers
Women's ApparelCollection,Not Dark Pattern,0,None
Parad Combo Deals,Not Dark Pattern,0,None
Earn FanCash on all purchases!,Not Dark Pattern,0,None
View All Home Accents,Not Dark Pattern,0,None
Sustainably made,Not Dark Pattern,0,None
"No Thanks, I rather pay full price",Misdirection,1,Confirmshaming
Choosing the Best Plus Size Briefs,Not Dark Pattern,0,None
Candy Melts,Not Dark Pattern,0,None
Exterior Accessories,Not Dark Pattern,0,None
210+ bought,Social Proof,1,Activity Notifications
4 bought in the last 24 hours.,Social Proof,1,Activity Notifications
"No, thank you. I prefer to pay the full price",Misdirection,1,Confirmshaming
Back Yard & Spa,Not Dark Pattern,0,None
OFFER ENDS IN: 00:32:04 TIME IS RUNNING OUT!,Urgency,1,Countdown Timers
Cincinnati Bengals T-Shirts,Not Dark Pattern,0,None
"50% OFF Everything (yep, even sale) + $5.99 Shipping* ENDS IN 12h 13m 56s",Urgency,1,Countdown Timers
"No thanks, I don't want 15% off",Misdirection,1,Confirmshaming
Sale ends soon,Urgency,1,Limited-time Messages
LIMITED TIME OFFER MEN'S CHINOS & 5-POCKET PANTS BUY 2 FOR $59.90 EACH SHOP NOW,Urgency,1,Limited-time Messages
SAVE $200 OFF PUFFY,Urgency,1,Limited-time Messages
Bottoms Deals,Not Dark Pattern,0,None
"PROTECT YOUR SOFA! Your Humblebum Sofa in Thatch house fabric will look wicked! Why not add Castelan Fabric Protection to cover your new squish machine against wine spillages, messy TV dinners, and other disasters for just just £80?",Misdirection,1,Pressured Selling
Menstrual Products,Not Dark Pattern,0,None
Availability: Low Stock,Scarcity,1,Low-stock Messages
"Crystal Li in Flushing, United States purchased a",Social Proof,1,Activity Notifications
Love the way you pay,Not Dark Pattern,0,None
Most-Hearted Styles Shop Now,Not Dark Pattern,0,None
Select your size below and we'll email you if it comes back in stock!,Not Dark Pattern,0,None
FLASH 19:15:22,Urgency,1,Countdown Timers
I have not had my hair so soft and shiny in such a long time and my grey was completely covered! So incredibly happy.,Not Dark Pattern,0,None
"If you click continue below we will be happy to tell you about discounts, money off and new products from Very by e-mail and text,
unless you tell us you DO NOT want to hear about them, by ticking here.
If you would like to receive offers from carefully selected 3rd parties, please tick here",Misdirection,1,Trick Questions
Football Boots,Not Dark Pattern,0,None
Coffee,Not Dark Pattern,0,None
113 people have viewed in the last 24hrs,Social Proof,1,Activity Notifications
"Michael in Pontiac, United States purchased a",Social Proof,1,Activity Notifications
Shop All Golf Balls,Not Dark Pattern,0,None
Holland Cooper,Not Dark Pattern,0,None
Custom Board Quote,Not Dark Pattern,0,None
Our Carbon Footprint,Not Dark Pattern,0,None
Celebrity Synthetic Wigs,Not Dark Pattern,0,None
View All Shoes,Not Dark Pattern,0,None
Boxster Remotes,Not Dark Pattern,0,None
Continue with Facebook Continue with Google,Not Dark Pattern,0,None
Return my item,Not Dark Pattern,0,None
Naked Wolfe,Not Dark Pattern,0,None
"Business, Office & Industrial",Not Dark Pattern,0,None
Last chance! Only 1 left,Scarcity,1,Low-stock Messages
"NO THANKS, I'll PAY FULL PRICE",Misdirection,1,Confirmshaming
Someone from Norway purchased a Super FG Grater - 12x Faster - 15% OFF,Social Proof,1,Activity Notifications
In Stock. Only 1 Left!,Scarcity,1,Low-stock Messages
Enter Catalog/Email Code,Not Dark Pattern,0,None
Get Personalised Health PlanGet Health Plan,Not Dark Pattern,0,None
LOGO BLACK,Not Dark Pattern,0,None
LIMITED TIME DEAL!,Urgency,1,Limited-time Messages
Your order is reserved for 09:43 minutes!,Urgency,1,Countdown Timers
00DAYS00HOURS47MINUTES36SECONDS SALE ENDS ONCE COUNTER HITS ZERO,Urgency,1,Countdown Timers
Tights,Not Dark Pattern,0,None
Contract free,Not Dark Pattern,0,None
Polar Lights II,Not Dark Pattern,0,None
Search Result:Search Results:,Not Dark Pattern,0,None
Almost Sold Out! Only 2 Left.,Scarcity,1,Low-stock Messages
LAST CHANCE - UP TO 70% OFF - ENDS IN: 20 HRS 28 MINS 30 SECS,Urgency,1,Countdown Timers
